ra,dec,z,Llim,Mstar,vstar,dist,Lx
132.33871,4.0460876,0.07464613,4.740720383869538e+40,48326509159.31846,174.0126,50.73025655024001,4.740720383869538e+40
132.34201,1.4226024,0.03424177,9.421353092010018e+39,4235458759.8560557,48.84476,200.53995676367998,9.421353092010018e+39
132.34244,1.4012839,0.03444238,9.53485550945199e+39,1162168078.212778,29.03166,168.21204575719628,9.53485550945199e+39
132.34444,1.7689052,0.06896052,4.0144366684883763e+40,7734804987.653856,29.60057,27.94533828458375,4.0144366684883763e+40
132.34475,1.7136714,0.06934852,4.061919283237508e+40,8003753812.380794,62.51049,30.419742518559428,4.061919283237508e+40
132.34992,0.89942549,0.06579474,3.6382884191089767e+40,3748649215.9730935,23.64055,99.7525360521749,3.6382884191089767e+40
132.35194,1.3850238,0.03400593,9.288827594545282e+39,1293004257.7084773,45.63078,197.58646587477548,9.288827594545282e+39
132.35691,0.91331614,0.06538387,3.5909358324331034e+40,19204161359.240673,60.73956,147.3548587999739,3.5909358324331034e+40
132.35747,0.42526609,0.09885325,8.59024395132434e+40,55597787020.55539,104.5643,86.4766933356403,8.59024395132434e+40
132.35864,5.8144841,0.1252383,1.426985898496217e+41,590181701245.4324,226.5305,460.67355106819224,1.426985898496217e+41
132.36137,5.1699061,0.07153372,4.3350112339629227e+40,14797083433.637373,66.36749,351.81795089585114,4.3350112339629227e+40
132.36358,0.76741678,0.08701303,6.551056674144364e+40,55491585385.412636,99.99615,220.30928084906347,6.551056674144364e+40
132.36401,4.4574979,0.07317109,4.545982974398363e+40,4090594320.506903,105.373,214.957894743792,4.545982974398363e+40
132.3656,5.8327184,0.1206227,1.3159315434597533e+41,16475744104.718763,83.42316,519.8493238580879,1.3159315434597533e+41
132.36621,4.1346826,0.1018284,9.151075862196345e+40,148134995786.90582,129.2031,176.5561298570689,9.151075862196345e+40
132.36666,0.16077068,0.1280328,1.496703598455331e+41,38848278059.222755,141.6811,166.63018331852314,1.496703598455331e+41
132.36883,5.7486846,0.06389594,3.422253851660142e+40,111971201339.26405,111.9971,223.03182229452563,3.422253851660142e+40
132.36944,5.4732322,0.1143154,1.1723175604317025e+41,101406133623.07083,118.5795,52.579350451247265,1.1723175604317025e+41
132.37192,0.43714402,0.09921695,8.657746331640823e+40,105587362912.36713,273.5414,106.2489205730894,8.657746331640823e+40
132.37964,3.2403443,0.06013783,3.015626624769238e+40,32955020841.725845,57.16476,29.29414422132844,3.015626624769238e+40
132.37997,5.1346454,0.1439675,1.9307834239119486e+41,84466866802.41719,140.3527,480.1078912344481,1.9307834239119486e+41
132.38664,-0.083599669,0.03693151,1.100256294567094e+40,15792688204.51678,71.64714,136.49714796560363,1.100256294567094e+40
132.38723,1.6930913,0.06959022,4.0916511924175786e+40,8729172071.695158,25.26149,89.12099586591071,4.0916511924175786e+40
132.38783,1.7280053,0.06883238,3.9988216730575317e+40,144576868901.61227,266.7451,64.0289408188203,3.9988216730575317e+40
132.389,3.3737372,0.1186774,1.2706413849347028e+41,73472693892.39658,119.09,84.37823269469611,1.2706413849347028e+41
132.38942,3.806909,0.07245427,4.452950984650534e+40,16993678700.391573,95.79647,162.43359361343698,4.452950984650534e+40
132.39052,3.6804797,0.07640931,4.9793531507475515e+40,32681289115.88828,74.71847,172.3615387184139,4.9793531507475515e+40
132.39557,1.4367899,0.08741192,6.614816632538769e+40,132577982036.08827,135.8256,206.16969624063705,6.614816632538769e+40
132.3956,0.84647152,0.06537782,3.5902410778993366e+40,44435729951.01137,85.00523,165.62435181789422,3.5902410778993366e+40
132.39842,4.4298944,0.07669564,5.018709844683121e+40,27617353523.97343,170.6589,78.41568595412744,5.018709844683121e+40
132.40327,2.8632544,0.05951725,2.9511377088226284e+40,21075525135.656754,186.3185,125.51502151292497,2.9511377088226284e+40
132.40692,4.0008924,0.07363934,4.607320285394283e+40,9409200575.675041,27.52504,68.09396586002823,4.607320285394283e+40
132.41635,5.9958804,0.08619002,6.420577503646951e+40,13278305908.845354,67.72176,622.9785503596776,6.420577503646951e+40
132.41701,4.6761788,0.07205331,4.401368828955647e+40,15432650801.610968,140.9586,166.47884658035906,4.401368828955647e+40
132.41818,5.9081342,0.07209568,4.406804142099175e+40,13374734374.723267,128.3828,534.3937354808912,4.406804142099175e+40
132.419,0.86787946,0.06575395,3.6335723895023017e+40,41157390681.9781,77.35146,74.85315455098161,3.6335723895023017e+40
132.4234,5.6478878,0.06097955,3.1042954823049894e+40,46969476457.04662,87.01665,195.23644039398786,3.1042954823049894e+40
132.42576,2.9783307,0.06008895,3.0105199450881887e+40,26350724292.453434,170.7956,62.218301020854895,3.0105199450881887e+40
132.42733,0.27610116,0.1296633,1.5382532015861386e+41,176909655253.49228,192.9601,7.473633659662898,1.5382532015861386e+41
132.43161,1.0113943,0.07022945,4.170851480968878e+40,32003008850.02392,161.2668,185.89351663855172,4.170851480968878e+40
132.43425,4.3177692,0.0730138,4.525479527131488e+40,94454255101.17218,112.0103,16.483845381637753,4.525479527131488e+40
132.43442,4.9579935,0.0315683,7.976419548768085e+39,897740928.0452732,10.32946,222.15053131880327,7.976419548768085e+39
132.44098,1.0105389,0.02891477,6.665854576297661e+39,9905332184.602669,64.20032,152.1380143781503,6.665854576297661e+39
132.44389,0.83703779,0.06345881,3.3735298572040843e+40,26857922696.842903,72.17406,71.02193377740231,3.3735298572040843e+40
132.4479,5.843231,0.1232387,1.3782505469357791e+41,237128646478.8147,236.694,374.584045843276,1.3782505469357791e+41
132.45923,3.5737173,0.02855804,6.498985154173149e+39,9787324806.54997,50.29972,121.87700731355793,6.498985154173149e+39
132.472,4.7135478,0.076308,4.965468372270348e+40,11277115883.442848,55.32468,117.83185067629759,4.965468372270348e+40
132.47306,0.91944167,0.05821403,2.818146386138495e+40,63927011265.63587,156.7178,71.226882074695,2.818146386138495e+40
132.47914,4.1022146,0.1015943,9.106230842023485e+40,49514151651.16036,142.1995,250.5121053319244,9.106230842023485e+40
132.47988,2.8981512,0.06025949,3.0283571273764733e+40,126736592012.15184,131.6917,8.015772810525306,3.0283571273764733e+40
132.48312,4.2942709,0.07780161,5.172318773359974e+40,55560471488.823425,198.8804,95.12999434358008,5.172318773359974e+40
132.48356,0.28968353,0.05232703,2.258124093720022e+40,2048776980.9701288,29.20043,125.897955952278,2.258124093720022e+40
132.48604,4.6640135,0.1243622,1.4055153330112848e+41,54883289811.822525,162.6713,105.84616640352371,1.4055153330112848e+41
132.48669,2.5699754,0.05922559,2.9210880147409904e+40,45901070369.124466,166.6126,104.43659678197791,2.9210880147409904e+40
132.48803,5.7886155,0.09493197,7.881024626842401e+40,53501557214.98401,146.0609,130.97424713397012,7.881024626842401e+40
132.48825,4.7931947,0.0970307,8.256392870256205e+40,301684311586.07764,225.4556,1.199252808749372,8.256392870256205e+40
132.49515,4.1313285,0.09598763,8.068624327946517e+40,43617945350.54807,118.4001,229.10590606405947,8.068624327946517e+40
132.50257,-0.18229671,0.04052591,1.3317572545998476e+40,1184563568.7205982,19.03438,100.04963676826318,1.3317572545998476e+40
132.50466,2.6543801,0.05986534,2.9872179081575537e+40,23472140719.854282,150.1167,77.32556041710674,2.9872179081575537e+40
132.50544,0.15304255,0.1091823,1.0622733667477009e+41,82909359023.69402,59.31091,17.47002126504914,1.0622733667477009e+41
132.50669,0.22577407,0.05132873,2.1697064306932011e+40,48354044506.18458,99.395,107.47926963768451,2.1697064306932011e+40
132.50838,4.8002899,0.09534844,7.954742781499655e+40,107985884353.77017,220.2218,40.310958300480706,7.954742781499655e+40
132.50937,2.2855427,0.1069653,1.0166157611483573e+41,125766154090.58176,236.2181,129.5375712387093,1.0166157611483573e+41
132.51159,4.8239129,0.09453739,7.81153175853858e+40,50158545414.09063,194.8403,65.74040763641224,7.81153175853858e+40
132.51254,4.1210008,0.1023908,9.259312774937861e+40,85146650236.67671,50.81936,223.67915784041404,9.259312774937861e+40
132.51297,1.9130666,0.06698865,3.7777926153114316e+40,30270807684.05022,101.3232,100.745516196975,3.7777926153114316e+40
132.51701,-0.16972873,0.0408754,1.3555097274682045e+40,2482967062.323548,79.53908,34.741834468713925,1.3555097274682045e+40
132.51765,2.3059406,0.07355305,4.595983280425049e+40,9256434851.441824,77.55878,131.608639190556,4.595983280425049e+40
132.52321,4.7207482,0.1497935,2.1053644786882226e+41,265814942254.23862,202.5108,255.80267126574083,2.1053644786882226e+41
132.52595,1.6548338,0.06001331,3.002626722346501e+40,5575146815.089213,72.85594,61.05560959354903,3.002626722346501e+40
132.52807,2.6517123,0.05971948,2.972070539930863e+40,17936652491.316265,151.9686,18.015391353001927,2.972070539930863e+40
132.53026,4.5925227,0.03532704,1.0043882992191677e+40,1126041739.9838216,48.13717,249.4974019284442,1.0043882992191677e+40
132.53064,0.74307834,0.129814,1.542126016655342e+41,78081264760.5553,183.2956,126.51550993709473,1.542126016655342e+41
132.53361,2.6165196,0.05824181,2.820946943979377e+40,12774683835.648636,98.27616,110.50457245646925,2.820946943979377e+40
132.53412,2.3002173,0.1065334,1.0078513979843961e+41,33075764880.470444,215.5978,126.39192474463525,1.0078513979843961e+41
132.53843,2.26841,0.06817188,3.9188569650609137e+40,14446012368.281023,107.2789,10.93202696473808,3.9188569650609137e+40
132.54168,4.1368764,0.1195649,1.2911931832413498e+41,60683616892.83244,248.2834,144.23774541155396,1.2911931832413498e+41
132.54318,1.9478521,0.0689281,4.010482885019049e+40,11463221988.826855,144.4865,35.908773580075156,4.010482885019049e+40
132.54737,4.8111482,0.09653694,8.167209899982282e+40,42756423757.24413,204.0069,135.3026592258469,8.167209899982282e+40
132.54971,4.3036743,0.05781746,2.7783301426110284e+40,13664126501.729462,48.48126,32.72774456219248,2.7783301426110284e+40
132.5516,0.65683998,0.04258388,1.474818091982872e+40,44202884317.35213,134.2341,8.588455111092674,1.474818091982872e+40
132.55163,3.4642089,0.01361879,1.4455247669752127e+39,139611794.81904256,34.02976,123.7837105940155,1.4455247669752127e+39
132.55166,5.7971856,0.1230865,1.3745801839449776e+41,110186383885.10858,163.4055,216.03277033367982,1.3745801839449776e+41
132.55511,2.6820478,0.05927578,2.926247308556234e+40,10408415525.559618,86.55965,156.60155055517095,2.926247308556234e+40
132.56135,1.4775809,9.092002e-05,6.311772206164063e+34,16271.08139712002,9.725354,83.6368628238274,6.311772206164063e+34
132.56316,4.1550494,0.0959534,8.062502980733483e+40,562651376.8700901,71.25021,154.79091095793555,8.062502980733483e+40
132.56892,5.6356365,0.05408292,2.4182247130737736e+40,12841117104.752144,39.77266,263.6422287573672,2.4182247130737736e+40
132.56911,2.6484169,0.05887188,2.8848670104940195e+40,7966904950.301921,137.4966,142.24716911235836,2.8848670104940195e+40
132.57563,0.059411034,0.03682305,1.093631153797307e+40,2677233083.369583,59.46598,78.27114713482597,1.093631153797307e+40
132.57848,3.4945701,0.02782316,6.162152047582119e+39,36585153.37327528,62.96343,59.97860891901218,6.162152047582119e+39
132.5824,0.56616341,0.06721658,3.8047486228296607e+40,27248144804.619953,144.4436,131.97739381490751,3.8047486228296607e+40
132.59047,1.0840396,0.06992946,4.1335802227680386e+40,12660825014.339203,63.88194,149.39182843528158,4.1335802227680386e+40
132.59666,4.6006733,0.07705052,5.06772378736752e+40,12004752427.566326,73.23223,148.2944634375698,5.06772378736752e+40
132.60197,4.1585964,0.09695488,8.242663331515521e+40,4266819948.495594,53.39046,53.86396623071002,8.242663331515521e+40
132.60398,4.6152562,0.09702624,8.255584899382547e+40,25163198101.888943,81.43948,199.5066104913249,8.255584899382547e+40
132.60507,1.0039359,0.106131,9.997237912637265e+40,127189608475.81705,163.4942,84.06262432791618,9.997237912637265e+40
132.60947,4.7963335,0.05077062,2.1210957317177373e+40,5725856915.220719,84.36305,41.857419528527004,2.1210957317177373e+40
132.61022,5.5445408,0.1146447,1.17958523825908e+41,54601767785.38763,134.8022,86.16227183570123,1.17958523825908e+41
132.61309,1.0441212,0.03480369,9.74107578163346e+39,1617722324.1780772,28.41353,154.31513625166485,9.74107578163346e+39
132.61904,4.0257586,0.1173054,1.239234849838203e+41,82926768919.47742,171.3146,90.78057318588276,1.239234849838203e+41
132.61923,2.5924921,0.1315894,1.5881679975369532e+41,74967784730.91356,205.0858,112.42278728924332,1.5881679975369532e+41
132.62466,5.4312439,0.0950859,7.908227033037169e+40,108248679908.54756,212.3622,155.5049588617143,7.908227033037169e+40
132.62692,3.3239796,0.02766362,6.090256517038233e+39,1233553857.8809302,39.49622,53.06321182424622,6.090256517038233e+39
132.63009,2.4859111,0.1476156,2.039089436598345e+41,875832271.977515,6.902977,79.33053520080993,2.039089436598345e+41
132.63207,0.31908696,0.05329231,2.3454123175828116e+40,99464075069.02739,132.5997,95.70899533755751,2.3454123175828116e+40
132.63599,-0.25283085,0.0697754,4.114510117585289e+40,108524754990.93442,195.4955,52.923096366046195,4.114510117585289e+40
132.63877,0.29252733,0.05200445,2.229347645263392e+40,2835548281.708814,41.59642,107.18331514587724,2.229347645263392e+40
132.64227,0.49245293,0.06428192,3.46559022882948e+40,85868591821.26767,144.8156,112.23520328815914,3.46559022882948e+40
132.64243,0.21458928,0.04142756,1.393487972751596e+40,4247895552.239346,56.08992,50.90119144730279,1.393487972751596e+40
132.64291,4.3210346,0.09572774,8.022212670257907e+40,22976644235.70486,99.77688,150.58452157108022,8.022212670257907e+40
132.64864,4.3829754,0.1112126,1.105072950045208e+41,64062403026.83931,116.5642,33.38066112468857,1.105072950045208e+41
132.65822,1.8491964,0.06883072,3.9986196038695785e+40,10299091677.289892,97.64008,142.34259732529316,3.9986196038695785e+40
132.66341,0.46015651,0.05253176,2.2764897088987136e+40,5919189657.869416,77.71198,82.26151336578657,2.2764897088987136e+40
132.66663,0.56999925,0.04506793,1.6578044090927367e+40,5254281508.137698,33.32431,99.0324348251354,1.6578044090927367e+40
132.66673,0.44103798,0.05218311,2.245261059204989e+40,14132157944.021454,57.71898,146.79327909219245,2.245261059204989e+40
132.66945,5.0145493,0.1201091,1.3038871355007557e+41,65809939991.031425,134.2289,216.1902754471976,1.3038871355007557e+41
132.67648,1.3544199,0.04225153,1.451192616134702e+40,54305057.4773013,6.902977,56.918211453872935,1.451192616134702e+40
132.67953,1.3506834,0.04260536,1.476351958155501e+40,86148657480.49205,136.1455,41.399931968968296,1.476351958155501e+40
132.68257,0.3989898,0.05178925,2.210259755673437e+40,3121472359.5150747,38.05783,120.48941421819328,2.210259755673437e+40
132.68365,1.2993858,0.04218216,1.4462867893323675e+40,12415866292.577564,77.44367,143.93952411628325,1.4462867893323675e+40
132.68648,1.3287101,0.04220323,1.447775925992348e+40,47528882696.817474,151.5323,42.791806221767544,1.447775925992348e+40
132.68694,0.20117785,0.09853593,8.531589341414365e+40,69843417049.58176,113.2978,80.43717900041601,8.531589341414365e+40
132.68863,1.3159962,0.0421,1.4404878058428357e+40,52035738356.21934,158.431,88.16579218464314,1.4404878058428357e+40
132.69259,4.1760636,0.1198363,1.2975150850212127e+41,133350673922.9094,145.3225,121.5148254385172,1.2975150850212127e+41
132.69373,0.6850381,0.08769529,6.660318208319509e+40,50194270017.929756,102.0852,118.42235320102549,6.660318208319509e+40
132.70167,4.5599223,0.09543888,7.970801578138354e+40,63797326857.19036,56.17453,125.98265653024438,7.970801578138354e+40
132.70244,-0.21549228,0.05271276,2.2927927610575807e+40,3189675947.1484714,66.62316,109.22810185384483,2.2927927610575807e+40
132.70653,2.4321917,0.1064345,1.0058504257350977e+41,93569141299.82402,204.5839,100.13628585942737,1.0058504257350977e+41
132.71127,0.37330221,0.05209065,2.237018018215934e+40,167686569457.06183,246.9482,28.743505117982593,2.237018018215934e+40
132.713,4.1739559,0.05789352,2.785943114226046e+40,44813855517.26964,160.6191,81.27169767238573,2.785943114226046e+40
132.71479,1.316693,0.04234205,1.4576073621076938e+40,1616180275.808571,37.18608,146.17502861146605,1.4576073621076938e+40
132.71675,4.4590162,0.07708776,5.072882243080378e+40,9840713356.213495,70.47498,74.98118072664491,5.072882243080378e+40
132.7204,1.2501147,0.03471375,9.689525843410821e+39,35784073372.87373,83.97884,217.72357094084475,9.689525843410821e+39
132.72167,4.1531698,0.1192991,1.2850185805503252e+41,96501267370.92543,149.5242,0.3912771517352754,1.2850185805503252e+41
132.73516,4.7813142,0.1497081,2.102742809798479e+41,3313981637.2939,96.26829,146.73005454101323,2.102742809798479e+41
132.73633,4.1656657,0.1200623,1.3027927330896978e+41,454418115528.12366,219.5762,81.35026835258182,1.3027927330896978e+41
132.73661,2.3383797,0.04023776,1.312340079680867e+40,25998785451.36611,44.32077,100.7387936868679,1.312340079680867e+40
132.7379,5.6222387,0.07142396,4.321063717382962e+40,100916156215.78716,257.9393,287.14171009684094,4.321063717382962e+40
132.73905,4.2970244,0.05082323,2.1256529366192612e+40,21756360498.123432,70.82693,146.63280741118402,2.1256529366192612e+40
132.74031,4.1393226,0.117293,1.2389530163686872e+41,79876699466.58014,192.2958,20.027589416161494,1.2389530163686872e+41
132.74126,4.8548231,0.1198715,1.2983362967935558e+41,284206358792.56866,187.7914,154.86791306665756,1.2983362967935558e+41
132.74162,4.4955193,0.09501681,7.896011071546183e+40,39943711432.88313,67.6009,28.689003045645272,7.896011071546183e+40
132.74187,3.86304,0.0765278,4.99561934684634e+40,16895934089.986263,63.98662,110.22029066798248,4.99561934684634e+40
132.74334,-0.22885453,0.08694997,6.541008070280155e+40,82898380925.87053,183.6969,143.9649828713877,6.541008070280155e+40
132.74696,4.2563557,0.09615,8.097696029989875e+40,9981780698.499117,52.40475,51.821841044561616,8.097696029989875e+40
132.7541,1.0566411,0.07080726,4.243151831459448e+40,40953302057.46511,161.4426,106.59761316199923,4.243151831459448e+40
132.75972,4.8886826,0.09720089,8.287257171009189e+40,31117143944.29474,80.9322,57.53600718443147,8.287257171009189e+40
132.7607,4.2190591,0.09651821,8.163837460287427e+40,28073928579.92135,103.7249,122.1857489329253,8.163837460287427e+40
132.76092,0.65271731,0.08732949,6.60161285293502e+40,94810660783.45508,211.287,82.01984948176525,6.60161285293502e+40
132.76106,3.5050834,0.05922399,2.920923622820145e+40,10997593095.300413,42.465,78.73849965565206,2.920923622820145e+40
132.76136,0.66143211,0.08573544,6.349127740143128e+40,52508294774.64496,100.8962,74.52045081848505,6.349127740143128e+40
132.76329,0.66897443,0.08624901,6.429881663704557e+40,38051173578.79323,214.7697,83.69383574019167,6.429881663704557e+40
132.76907,0.17408157,0.07686906,5.042629095670301e+40,9848448768.720535,43.30877,4.525996771047766,5.042629095670301e+40
132.7713,4.5705715,0.07287001,4.506779996583098e+40,22050556005.826683,153.0749,105.188173359601,4.506779996583098e+40
132.7739,1.187836,0.08676702,6.511903063614686e+40,33512380796.452934,240.5914,109.32215149217176,6.511903063614686e+40
132.77405,4.1955352,0.1218102,1.3440188787847712e+41,68044681500.98921,122.6697,77.13814783827782,1.3440188787847712e+41
132.77432,5.0938552,0.1159758,1.209220129422543e+41,27552359390.601295,62.79165,86.57823695151133,1.209220129422543e+41
132.78015,5.6168493,0.07080963,4.2434497755759895e+40,27833540717.425472,47.61195,241.92989861633174,4.2434497755759895e+40
132.78035,4.8101915,0.07791501,5.188212079717056e+40,71184765429.76285,173.2169,89.47306103031502,5.188212079717056e+40
132.78463,3.9462496,0.07655314,4.99910175779229e+40,23064921094.665726,138.7612,161.04809533720115,4.99910175779229e+40
132.78668,1.80321,0.08744581,6.620249406865204e+40,50650310194.89121,134.2375,93.09579643203121,6.620249406865204e+40
132.78932,3.2157437,0.08929412,6.920273032273742e+40,101524419908.30786,132.4288,98.19690158827673,6.920273032273742e+40
132.79081,0.25359864,0.04088035,1.3558477360775024e+40,98710424301.43028,222.0773,190.49396265364246,1.3558477360775024e+40
132.79576,4.5188819,0.07206816,4.403273403087859e+40,69871402390.93378,194.807,159.03843889758662,4.403273403087859e+40
132.79702,5.0963855,0.03339845,8.951987301596946e+39,11744981.254523823,25.09748,108.26544553801025,8.951987301596946e+39
132.79711,5.0717347,0.02839697,6.424361191090569e+39,16690912875.56268,45.48696,101.26875458208112,6.424361191090569e+39
132.79716,3.9790517,0.07654721,4.9982866944159735e+40,3772138433.76035,16.05713,123.13802147089463,4.9982866944159735e+40
132.79758,1.501692,0.05936669,2.9356048865615e+40,128025762137.60391,124.5626,96.09074663285696,2.9356048865615e+40
132.79772,4.8806006,0.07742608,5.119877434519269e+40,138930605605.28265,111.3095,154.26571773927205,5.119877434519269e+40
132.80362,1.0618945,0.02663516,5.637291161660995e+39,8230444787.801419,79.557,282.0910938351492,5.637291161660995e+39
132.81014,0.30374216,0.05227244,2.253240425005571e+40,39411992457.42182,85.23376,83.57086455509726,2.253240425005571e+40
132.8116,4.879175,0.07672787,5.023150524528986e+40,170656382.6159236,6.902977,197.6267921778536,5.023150524528986e+40
132.81165,4.2994629,0.1159164,1.2078888684396084e+41,22381772924.449986,22.80779,54.323687941633345,1.2078888684396084e+41
132.81166,4.581592,0.07122866,4.2963067855629574e+40,15403730697.309057,64.72504,4.837820298141052,4.2963067855629574e+40
132.81512,2.0261265,0.07256912,4.467786304625802e+40,32017870683.48316,105.8308,24.52369195428611,4.467786304625802e+40
132.81716,3.3185721,0.05954694,2.9542059392545844e+40,24824900761.641907,70.24879,106.14502325702651,2.9542059392545844e+40
132.82324,0.64577675,0.05151316,2.185899223460124e+40,13352833643.086012,67.7645,128.60452779278089,2.185899223460124e+40
132.82503,4.4885783,0.0713497,4.31164114216159e+40,23969250985.034435,92.35787,221.47498213780756,4.31164114216159e+40
132.84017,-0.39514685,0.04285569,1.4942899269586073e+40,2415613841.2201886,45.43979,193.54269671979938,1.4942899269586073e+40
132.84173,5.5955564,0.1143073,1.1721391105411124e+41,54320701084.156334,156.4229,275.4912105414191,1.1721391105411124e+41
132.84226,5.0464151,0.02828169,6.371226808488883e+39,3479204124.8604302,60.32737,123.01865023413858,6.371226808488883e+39
132.84365,0.38854239,0.05279595,2.300306702729276e+40,11070765609.191536,65.02327,205.9463923548643,2.300306702729276e+40
132.84944,3.108812,0.02504271,4.971668010325853e+39,4220589985.003058,63.41166,104.33356783243924,4.971668010325853e+39
132.85366,0.024599213,0.05287517,2.3074742701560646e+40,2065735791.0143433,49.08088,10.285029723881335,2.3074742701560646e+40
132.85542,1.2292541,0.1364554,1.7183182723830331e+41,37852301517.02584,140.4387,90.13853750502447,1.7183182723830331e+41
132.85598,1.9940042,0.1076027,1.029627764735398e+41,36887400804.70641,87.3709,157.54522143138684,1.029627764735398e+41
132.85684,2.8330452,0.0002571736,5.0512133814896426e+35,244007.46699352388,249.4918,155.74905019852318,5.0512133814896426e+35
132.87303,5.099794,0.06022723,3.0249786298954317e+40,10923927446.218693,26.70347,93.62582458174654,3.0249786298954317e+40
132.87353,5.1367887,0.09602349,8.0750399305785e+40,48398378917.18775,136.5236,46.61019941407077,8.0750399305785e+40
132.87415,5.1358742,0.09506453,7.904447436662713e+40,53052330437.36804,162.1769,49.51115400371263,7.904447436662713e+40
132.87676,0.42847007,0.06629694,3.6966226805443246e+40,167561107.05646738,17.58891,123.70028662878576,3.6966226805443246e+40
132.87687,4.160454,0.05770753,2.7673468230048615e+40,28969156620.959763,65.48201,242.04841432294234,2.7673468230048615e+40
132.88979,4.7827168,0.07714895,5.081364459378162e+40,28740904648.6777,90.07318,169.54211508580082,5.081364459378162e+40
132.88995,3.4848065,0.1232039,1.3774108439169387e+41,40370564538.76631,60.2706,223.1068315162688,1.3774108439169387e+41
132.89066,3.1006975,0.02811288,6.293833334548702e+39,88226823754.28075,200.885,50.229163941009766,6.293833334548702e+39
132.89841,4.6903648,0.07759807,5.143858939573146e+40,52603054578.80344,165.3927,1.2408836927406062,5.143858939573146e+40
132.89847,4.8515392,0.07720868,5.089651755622309e+40,32154760054.91274,109.3322,30.24387064929416,5.089651755622309e+40
132.90222,0.27313483,0.05247932,2.271777932126981e+40,20206452278.016384,89.94449,61.080312073011335,2.271777932126981e+40
132.90679,2.2389083,0.1061404,9.99913231691428e+40,72044838842.55101,176.8943,67.53170904642195,9.99913231691428e+40
132.90828,4.6726945,0.07760879,5.145355715239025e+40,4575353368.219353,50.98495,59.85133007903099,5.145355715239025e+40
132.91017,2.048315,0.07504546,4.794206962464279e+40,38373857635.10016,139.0778,81.20893067973412,4.794206962464279e+40
132.91707,0.34852827,0.06651012,3.721536957617009e+40,10538852717.708097,18.41563,31.66530405914518,3.721536957617009e+40
132.9176,4.8443187,0.07248609,4.457058525839096e+40,11412850632.4036,50.6432,89.79200867965037,4.457058525839096e+40
132.919,2.2081641,0.1059615,9.963112563470044e+40,84553971039.99081,174.7184,89.17587057362636,9.963112563470044e+40
132.92089,0.41210525,0.0514308,2.1786601521666737e+40,4274196132.458924,157.5564,64.03218015507898,2.1786601521666737e+40
132.92164,0.57247589,0.05109496,2.1492738736731306e+40,19427440678.151867,116.6777,64.03155049436107,2.1492738736731306e+40
132.92455,5.085284,0.1275949,1.4856543684161973e+41,83923828006.35863,178.7363,64.72805521593709,1.4856543684161973e+41
132.92531,4.5230088,0.07180884,4.370078932291257e+40,2764633418.6492796,93.50833,93.7925710845613,4.370078932291257e+40
132.9257,5.0699172,0.05941569,2.940655232187374e+40,9123980407.63987,114.8603,119.9662077727422,2.940655232187374e+40
132.92611,2.1170447,0.1081898,1.0416948335062714e+41,31860634861.320847,178.5239,156.83642473905184,1.0416948335062714e+41
132.92676,5.2525683,0.1279892,1.4956013914714955e+41,54793783476.67742,212.1211,179.863446070814,1.4956013914714955e+41
132.92801,2.243162,0.1064092,1.0053389058650284e+41,121671283719.4429,204.7731,12.003032993657584,1.0053389058650284e+41
132.92925,1.6779612,0.1244813,1.4084233138455993e+41,49244417653.61998,143.9874,72.97426310720047,1.4084233138455993e+41
132.93678,4.1326657,0.096815,8.217367026166114e+40,89913595603.42593,194.1925,178.64449540121004,8.217367026166114e+40
132.94012,4.3800523,0.0767999,5.03308263886637e+40,67795953202.901955,112.5238,122.10239692029681,5.03308263886637e+40
132.94317,2.5196154,0.03555164,1.0175325566016119e+40,4221683434.944792,56.71077,119.93676251311142,1.0175325566016119e+40
132.94571,5.1639958,0.09571604,8.020126752466644e+40,82637696269.84875,174.2387,68.64547114311779,8.020126752466644e+40
132.94695,3.2573686,0.1382512,1.7678272578297406e+41,135127902385.82301,117.8023,69.56604227641226,1.7678272578297406e+41
132.94754,4.4039188,0.0722099,4.421474701691998e+40,10288057029.38094,41.95843,54.079099330296145,4.421474701691998e+40
132.95109,4.8048275,0.07735649,5.110191518460556e+40,56312331303.488556,88.87379,153.53495096141742,5.110191518460556e+40
132.95287,1.5518406,0.129809,1.5419974339277125e+41,61205361830.46805,100.4582,33.84675625151516,1.5419974339277125e+41
132.95625,2.9643805,0.09664666,8.186981109981874e+40,35203376383.12722,54.76331,50.91927262216474,8.186981109981874e+40
132.9591,4.3772941,0.0772213,5.091403673691931e+40,5127445238.3535,114.9848,101.69487016186362,5.091403673691931e+40
132.97026,2.2703026,0.1067798,1.012846294444167e+41,90059607919.95947,97.00601,63.92934495922043,1.012846294444167e+41
132.97238,4.331814,0.1159597,1.208859218001669e+41,68595295934.02177,129.5623,89.92718145474197,1.208859218001669e+41
132.97351,0.58860795,0.05124034,2.1619686235230406e+40,11468041914.175396,54.96175,134.85371553630742,2.1619686235230406e+40
132.97381,4.6328761,0.07797684,5.196888944539832e+40,31013901056.91134,156.7758,147.54714491336827,5.196888944539832e+40
132.9794,2.0460275,0.1071073,1.0195065705881689e+41,29390415659.424496,43.93,153.0210414844703,1.0195065705881689e+41
132.98014,3.9949829,0.0700288,4.1459022763494086e+40,3675078868.6365576,72.74576,230.49377783818198,4.1459022763494086e+40
132.98199,3.1165823,0.02733231,5.942353323795574e+39,2038116489.858589,57.74688,185.6020116680413,5.942353323795574e+39
