RA,DEC,Z,sSFR_0_1Gyr_best_fit,sSFR_0_1Gyr_percentile16,sSFR_0_1Gyr_percentile50,sSFR_0_1Gyr_percentile84,mass_stellar_best_fit,mass_stellar_percentile16,mass_stellar_percentile50,mass_stellar_percentile84
134.8339252,1.4475293,0.0726,0.000000000574,-9.525,-9.425,-9.275,878400000,8.972,9.072,9.182
135.2828635,1.4435401,0.0717,0.0000000004358,-9.375,-9.225,-9.075,498000000,8.667,8.702,8.797
135.4202294,1.435224,0.0524,0.0000000002318,-9.725,-9.575,-9.475,2624000000,9.272,9.347,9.412
135.4338961,1.47427,0.0569,0.000000000104,-10.42,-10.17,-9.975,799300000,8.902,9.027,9.142
135.812669,1.4395989,0.1298,0.000000001397,-9.175,-8.875,-8.775,1682000000,9.222,9.227,9.417
136.5792179,1.4865271,0.0992,0.0000000001195,-9.925,-9.425,-9.275,2495000000,9.172,9.262,9.397
136.8135233,1.6503326,0.1049,0.000000000394,-9.775,-9.575,-9.425,1629000000,9.212,9.312,9.437
136.8665113,1.5211724,0.1011,0.0000000004079,-9.675,-9.575,-9.375,2314000000,9.332,9.402,9.467
137.0393614,1.5037739,0.1002,0.0000000004004,-9.625,-9.525,-9.425,2204000000,9.287,9.337,9.417
137.1281536,1.6737842,0.0702,0.0000000001766,-10.27,-10.02,-9.825,1624000000,9.207,9.332,9.457
137.3340465,1.6142589,0.0044,0.0000000003594,-10.07,-10.07,-9.525,16960000,7.227,7.357,7.357
137.4761362,1.6853628,0.024,0.0000000001368,-10.07,-9.925,-9.825,709800000,8.847,8.927,9.047
137.5143421,1.5974894,0.0964,0.000000002034,-8.875,-8.725,-8.675,1302000000,9.082,9.102,9.167
137.9122514,1.5881969,0.0265,0.0000000005711,-9.475,-9.275,-9.125,171300000,8.217,8.287,8.342
138.4925743,1.648547,0.0571,0.000000003027,-10.07,-9.075,-8.475,147900000,7.912,8.287,8.637
138.9909539,1.5438779,0.0524,0.0000000004551,-9.575,-9.425,-9.225,763200000,8.812,8.917,9.032
139.3706962,1.587599,0.0375,0.0000000002119,-9.975,-9.825,-9.675,803700000,8.937,9.017,9.142
139.6062437,1.6449816,0.0918,0.000000001281,-9.275,-9.075,-8.925,1022000000,8.992,9.037,9.127
139.6994942,1.5560495,0.0783,0.0000000003956,-9.575,-9.425,-9.325,2190000000,9.282,9.327,9.397
139.7423103,1.5646613,0.0373,0.0000000001824,-9.925,-9.825,-9.575,740100000,8.762,8.867,9.012
139.6651386,1.6420271,0.0929,0.000000001076,-9.225,-9.075,-9.025,1442000000,9.097,9.122,9.182
139.9159961,1.7255275,0.0172,0.0000000000698,-10.27,-10.17,-10.12,120200000,7.977,8.077,8.157
139.9372395,1.7531339,0.1228,0.0000000004538,-10.22,-10.17,-9.475,2634000000,9.437,9.477,9.517
140.3529379,1.6472139,0.1019,0.000000001006,-9.125,-9.075,-8.975,1342000000,9.117,9.137,9.172
140.2316014,1.7691904,0.0531,0.0000000006024,-10.72,-9.225,-9.125,681000000,8.772,8.842,8.972
140.3896533,1.5847701,0.0166,0.00000000007222,-10.67,-10.12,-9.975,377200000,8.392,8.572,8.577
140.5059503,1.6844212,0.055,0.0000000003429,-10.22,-10.22,-9.475,523300000,8.747,8.762,8.817
140.9396709,1.7218734,0.0056,0.000000001112,-8.975,-8.975,-8.875,25580000,7.152,7.407,7.407
129.0079492,1.7492467,0.0138,0.00000000001028,-11.92,-11.37,-11.07,217500000,8.207,8.327,8.437
129.0033041,1.6629889,0.0144,0.0000000000005466,-11.72,-10.87,-10.27,275200000,8.262,8.452,8.622
129.2275762,1.8015033,0.0136,0.00000000002699,-11.22,-10.37,-9.775,44890000,7.432,7.677,7.882
129.42704714,1.69318254,0.0596,0.0000000002722,-9.675,-9.575,-9.475,2764000000,9.352,9.407,9.457
129.4002821,1.6835554,0.1049,0.0000000003835,-9.625,-9.575,-9.425,2117000000,9.232,9.287,9.377
129.3113441,1.7236614,0.0992,0.0000000001755,-9.975,-9.725,-9.575,2378000000,9.322,9.377,9.492
129.4848069,1.829561,0.0824,0.000000001796,-9.175,-8.925,-8.675,1165000000,9.097,9.227,9.377
129.4747786,1.7845793,0.0136,0.0000000000695,-10.67,-10.37,-10.12,62290000,7.677,7.822,7.917
129.5092882,1.7556762,0.073,0.0000000001844,-10.02,-9.875,-9.675,2179000000,9.297,9.387,9.482
129.6848206,1.66495,0.073,0.0000000002994,-9.925,-9.725,-9.575,1763000000,9.242,9.277,9.377
129.6910536,1.6832836,0.1107,0.0000000005949,-9.525,-9.425,-9.275,1958000000,9.272,9.312,9.387
129.6200394,1.6724477,0.0294,0.0000000006886,-9.725,-9.325,-9.125,146600000,8.137,8.207,8.307
129.8393242,1.7491859,0.1111,0.000000000767,-9.475,-9.375,-9.225,2740000000,9.162,9.237,9.297
130.1447798,1.8483688,0.0509,0.0000000002415,-10.02,-9.725,-9.625,1899000000,9.237,9.312,9.447
130.2344054,1.7597372,0.0499,0.0000000001546,-10.52,-10.22,-9.975,399000000,8.672,8.812,8.947
130.4045715,1.7765885,0.0506,0.00000000009469,-10.22,-10.02,-9.775,990600000,8.887,9.002,9.112
130.4036888,1.8189549,0.0943,0.0000000002931,-9.875,-9.575,-9.325,2594000000,9.282,9.467,9.662
130.4527936,1.7222211,0.045,0.000000001755,-9.125,-8.975,-8.825,220100000,8.357,8.417,8.482
130.5168008,1.7883766,0.0962,0.0000000001875,-10.27,-10.02,-9.775,1943000000,9.227,9.357,9.492
130.5820002,1.8380915,0.0664,0.00000000105,-9.125,-8.825,-8.625,935900000,8.912,8.977,9.037
131.0048562,1.7536822,0.0621,0.0000000003258,-9.525,-9.475,-9.375,1101000000,9.037,9.082,9.167
130.9996222,1.8658515,0.0503,0.00000000002035,-11.67,-10.97,-10.47,1089000000,9.047,9.202,9.467
131.4789298,1.7420925,0.0462,0.00000000002744,-10.92,-10.72,-10.57,1477000000,9.187,9.282,9.372
131.6142349,1.8554235,0.0599,0.000000000324,-9.725,-9.575,-9.475,1352000000,9.097,9.152,9.232
131.6744581,1.7211755,0.0495,0.0000000001121,-10.17,-10.02,-9.825,2553000000,9.332,9.482,9.527
131.6842482,1.8236619,0.0504,0.0000000000001599,-12.82,-12.17,-11.67,2737000000,9.362,9.452,9.532
131.8021214,1.8102632,0.0509,0.000000000001141,-12.47,-11.87,-11.52,2275000000,9.237,9.332,9.437
131.8222376,1.8971843,0.0497,0.0000000000003174,-12.57,-11.92,-11.47,1524000000,9.132,9.227,9.322
131.9852366,1.7549963,0.0665,0.000000000393,-10.22,-9.575,-9.425,1937000000,9.252,9.342,9.452
132.2261299,1.7400397,0.0507,0.0000000002616,-9.925,-9.725,-9.575,1252000000,9.082,9.142,9.307
132.2273886,1.9321653,0.0372,0.000000000327,-9.625,-9.425,-9.275,352000000,8.447,8.532,8.642
132.3524699,1.747312,0.0692,0.0000000001326,-10.27,-10.07,-9.875,2515000000,9.282,9.417,9.532
132.4181289,1.7663454,0.0604,0.0000000004091,-9.775,-9.625,-9.375,590000000,8.707,8.817,8.912
132.55010865,1.76228731,0.1234,0.0000000001964,-10.17,-9.875,-9.725,2735000000,9.437,9.522,9.652
132.4785723,1.8754605,0.0687,0.0000000002142,-9.925,-9.825,-9.675,1893000000,9.297,9.372,9.497
132.6927139,1.8245968,0.0354,0.0000000005193,-9.475,-9.375,-9.225,272500000,8.372,8.442,8.502
132.6846152,1.885848,0.0874,0.000000000594,-9.525,-9.425,-9.275,2277000000,9.372,9.437,9.512
132.9074722,1.8115989,0.0378,0.0000000003676,-9.725,-9.575,-9.475,502800000,8.687,8.727,8.787
132.9886754,1.8956483,0.0253,0.0000000004284,-9.725,-9.525,-9.375,191600000,8.227,8.282,8.382
133.1577796,1.8266725,0.0728,0.0000000001375,-10.62,-10.12,-9.825,2884000000,9.397,9.532,9.672
134.0094825,1.8834554,0.0179,0.00000000002748,-10.57,-10.52,-10.37,348300000,8.467,8.542,8.572
134.3534811,1.8915827,0.0582,0.0000000004646,-9.625,-9.375,-9.175,540700000,8.692,8.802,8.872
134.4208274,1.8570443,0.0349,0.0000000003557,-10.52,-9.475,-9.225,214900000,8.192,8.332,8.462
134.5776786,1.9664091,0.0571,0.0000000003185,-9.825,-9.475,-9.425,1100000000,9.017,9.037,9.097
134.6617025,1.8851073,0.053,0.0000000004904,-9.525,-9.425,-9.325,1113000000,8.992,9.027,9.097
134.6021509,1.963506,0.0712,0.00000000004526,-10.72,-10.52,-10.32,2252000000,9.267,9.387,9.462
134.7586035,1.9193961,0.052,0.000000000001314,-11.87,-11.27,-10.87,2315000000,9.102,9.237,9.362
135.4753905,1.9442871,0.0572,0.00000000004557,-10.62,-10.52,-10.32,1141000000,9.007,9.142,9.232
135.5317398,2.0052275,0.0573,0.0000000001465,-9.975,-9.775,-9.575,997800000,8.757,8.867,8.992
135.857182,2.0428214,0.1192,0.0000000009539,-9.625,-9.325,-9.125,2559000000,9.487,9.597,9.707
135.7385814,1.9241591,0.0706,0.0000000002546,-10.07,-9.775,-9.575,693900000,8.837,8.927,9.057
136.2921874,1.9671948,0.0513,0.0000000002576,-9.825,-9.625,-9.475,610100000,8.762,8.817,8.917
136.2726032,2.0490471,0.057,0.00000000009227,-10.27,-10.12,-9.975,1968000000,9.167,9.257,9.357
136.3076352,1.8947518,0.0378,0.0000000001589,-9.975,-9.725,-9.475,898100000,8.777,8.862,8.952
136.3914112,2.0655858,0.0515,0.00000000003068,-10.57,-10.17,-10.02,2283000000,9.302,9.412,9.512
136.4052063,2.0271431,0.0519,0.000000000003916,-11.72,-11.22,-10.82,740100000,8.867,9.022,9.127
137.3165865,2.0670207,0.0969,0.000000000473,-9.875,-9.675,-9.475,2022000000,9.322,9.412,9.522
137.8903491,2.0538712,0.0126,0.000000000196,-9.975,-9.775,-9.625,104900000,7.917,8.027,8.117
138.26744789,2.03871105,0.0126,0.0000000006349,-9.325,-9.275,-9.175,590600000,8.722,8.787,8.852
138.2657756,2.0206812,0.0125,0.0000000003663,-9.575,-9.475,-9.375,91650000,7.877,7.977,8.092
138.5320748,1.9796614,0.038,0.00000000001575,-11.17,-10.27,-9.925,239800000,8.337,8.387,8.492
139.49774,1.9642146,0.0935,0.000000008933,-9.125,-8.525,-8.075,1274000000,9.102,9.522,9.967
139.591109,2.1526864,0.0865,0.0000000007418,-9.775,-9.425,-9.125,1145000000,8.942,9.067,9.217
139.5913228,2.1702269,0.0275,0.0000000002217,-10.22,-9.825,-9.625,185800000,8.247,8.322,8.487
139.7215391,2.1010707,0.0562,0.0000000002158,-9.925,-9.775,-9.575,717400000,8.852,8.952,9.027
139.6417405,2.0091833,0.0876,0.0000000001801,-9.975,-9.775,-9.625,2080000000,9.162,9.282,9.372
139.898513,2.129282,0.0866,0.0000000002762,-9.825,-9.725,-9.575,2779000000,9.442,9.507,9.592
139.9479546,2.1238262,0.0374,0.000000003195,-8.675,-8.525,-8.225,71650000,7.852,7.907,7.992
139.9081046,2.131068,0.028,0.000000000731,-10.57,-9.925,-9.375,99000000,8.022,8.107,8.147
140.0790816,2.1817384,0.0897,0.000000001836,-11.02,-10.07,-9.175,44760000,7.822,8.622,9.137
140.3765022,2.0753023,0.0886,0.0000000003999,-9.725,-9.575,-9.425,2164000000,9.307,9.387,9.487
140.4324747,2.1032385,0.0533,0.000000000117,-10.17,-9.975,-9.875,2241000000,9.347,9.432,9.492
140.5396733,2.0387711,0.085,0.00000000006292,-11.07,-10.62,-10.32,2346000000,9.357,9.582,9.722
140.8050774,2.0601318,0.0172,0.00000000008608,-10.32,-10.17,-10.07,1014000000,9.002,9.052,9.152
140.9369226,2.1601902,0.0528,0.0000000007107,-9.525,-9.375,-9.225,522200000,8.687,8.752,8.832
140.9433278,2.0948592,0.0238,0.000000001335,-9.175,-8.925,-8.675,44460000,7.637,7.687,7.827
140.8640347,2.0202431,0.091,0.0000000004538,-9.575,-9.475,-9.325,1136000000,9.092,9.147,9.212
130.1424981,2.1308045,0.0503,0.0000000002608,-9.825,-9.575,-9.475,481700000,8.682,8.752,8.837
130.5775814,2.1535251,0.0942,0.0000000007556,-9.425,-9.275,-9.125,1269000000,9.102,9.182,9.272
130.5745251,2.1459732,0.0632,0.0000000002861,-9.575,-9.525,-9.375,2288000000,9.317,9.372,9.447
130.6297521,2.1332639,0.0747,0.00000000033,-10.57,-9.775,-9.225,641400000,8.687,8.917,9.152
131.0133949,2.1155925,0.1017,0.0000000002042,-10.32,-9.825,-9.525,2196000000,9.367,9.472,9.592
131.1524886,2.1196521,0.0768,0.0000000002863,-9.575,-9.475,-9.325,1848000000,9.092,9.162,9.237
131.2274768,2.1738711,0.0506,0.00000000002013,-11.42,-10.72,-10.42,1911000000,9.002,9.132,9.237
131.3437464,2.1901997,0.0063,0.0000000001701,-9.875,-9.775,-9.675,132800000,7.992,8.042,8.122
131.496522,2.1703578,0.075,0.000000000182,-10.12,-9.925,-9.775,1385000000,9.302,9.392,9.502
132.0223142,2.2034648,0.0773,0.0000000002023,-10.72,-9.925,-9.675,1265000000,9.102,9.172,9.272
132.1248573,2.1422297,0.0351,0.0000000001104,-10.72,-10.22,-9.975,514800000,8.727,8.837,8.967
132.1822369,2.2585255,0.0287,0.0000000002346,-9.725,-9.525,-9.375,217600000,8.187,8.267,8.372
132.5102031,2.2836635,0.1076,0.0000000005344,-11.02,-10.07,-9.125,318700000,7.687,8.437,8.997
132.5550664,2.2731488,0.0677,0.00000000006772,-10.97,-10.27,-9.925,1553000000,8.982,9.082,9.202
133.3623273,2.2081057,0.0764,0.0000000003716,-9.525,-9.425,-9.275,1991000000,9.247,9.312,9.392
133.4353067,2.2969545,0.0701,0.0000000001425,-9.725,-9.525,-9.375,2872000000,9.167,9.262,9.377
133.3194998,2.2429859,0.0347,0.000000000242,-9.825,-9.625,-9.525,1023000000,8.982,9.032,9.127
133.575275,2.2826407,0.0578,0.0000000005625,-9.325,-9.225,-9.125,1661000000,9.157,9.217,9.267
134.1048336,2.2304215,0.125,0.00000000006732,-10.97,-10.02,-9.125,1175000000,7.742,8.662,9.242
134.2121342,2.3629482,0.1038,0.0000000007294,-9.325,-9.225,-9.075,1384000000,9.067,9.127,9.197
134.4233357,2.2431866,0.1125,0.00000000007671,-10.12,-9.675,-9.275,2263000000,9.162,9.447,9.697
134.927859,2.3986761,0.0717,0.00000000009601,-10.07,-9.925,-9.775,1783000000,9.242,9.342,9.427
134.8299692,2.3849306,0.0948,0.0000000002845,-9.875,-9.675,-9.525,1777000000,9.212,9.277,9.392
135.0646121,2.3572723,0.0718,0.0000000003676,-9.775,-9.575,-9.475,1733000000,9.237,9.282,9.392
135.0795263,2.334884,0.0984,0.0000000004701,-9.475,-9.325,-9.225,2169000000,9.302,9.332,9.387
134.960166,2.3541724,0.1285,0.0000000006943,-9.575,-9.325,-9.175,2621000000,9.372,9.432,9.497
135.5388279,2.3773406,0.124,0.000000001237,-10.07,-9.225,-9.025,2374000000,9.387,9.427,9.492
135.6520199,2.2990544,0.1053,0.0000000004172,-9.525,-9.375,-9.225,2338000000,9.282,9.322,9.392
135.7841926,2.3186152,0.1052,0.0000000005444,-9.475,-9.275,-9.175,2759000000,9.412,9.452,9.572
136.279762665,2.408247855,0.0814,0.000000000207,-9.875,-9.725,-9.575,2539000000,9.362,9.447,9.522
136.4649881,2.4351239,0.0815,0.0000000002601,-9.825,-9.675,-9.575,2002000000,9.232,9.297,9.407
136.7707178,2.4798201,0.0512,0.000000000005282,-11.77,-11.37,-11.02,1355000000,9.082,9.152,9.267
136.80747011,2.441377552,0.1183,0.0000000006505,-9.525,-9.225,-8.875,829000000,8.337,8.607,8.827
136.9515595,2.4570532,0.0521,0.0000000008782,-9.325,-9.225,-9.075,284900000,8.447,8.497,8.547
137.4565766,2.4719272,0.0127,0.0000000001146,-10.42,-9.925,-9.925,143400000,8.152,8.157,8.222
137.5002368,2.3466955,0.0391,0.0000000001104,-10.17,-9.975,-9.925,724800000,8.807,8.857,8.952
137.5045563,2.450011,0.0559,0.0000000009407,-9.425,-9.325,-9.225,501500000,8.542,8.597,8.637
137.8511529,2.4253484,0.0546,0.00000000001027,-11.57,-10.67,-10.17,529100000,8.712,8.787,8.942
138.0932141,2.5144482,0.1029,0.000000002736,-9.025,-8.875,-8.575,2657000000,9.342,9.412,9.512
138.0246588,2.5354671,0.0911,0.0000000003518,-9.575,-9.425,-9.275,2423000000,9.197,9.252,9.357
138.02174,2.3992225,0.1023,0.0000000002741,-9.775,-9.575,-9.425,2123000000,9.217,9.287,9.387
138.6835841,2.4116828,0.1012,0.0000000005949,-9.525,-9.425,-9.275,1593000000,9.162,9.222,9.292
138.8443946,2.3784408,0.0548,0.0000000004819,-9.575,-9.425,-9.275,499700000,8.662,8.722,8.792
138.901478,2.471195,0.0717,0.0000000002733,-9.825,-9.675,-9.575,1831000000,9.162,9.262,9.342
138.9821605,2.4158582,0.095,0.0000000006021,-9.225,-9.075,-8.925,1046000000,8.917,8.972,9.067
139.029703,2.369932,0.0717,0.0000000003518,-9.725,-9.475,-9.325,2270000000,9.102,9.212,9.337
139.263883,2.4629734,0.0548,0.0000000001744,-9.775,-9.525,-9.375,1600000000,8.967,9.052,9.202
139.3282173,2.4086102,0.0548,0.00000000141,-8.975,-8.825,-8.425,345500000,8.442,8.537,8.597
139.33809515,2.48049159,0.0256,0.00000000017,-9.975,-9.725,-9.575,197600000,8.267,8.337,8.437
139.5337692,2.4552195,0.0714,0.0000000004861,-9.425,-9.225,-9.075,857900000,8.857,8.917,8.997
139.7616111,2.5111727,0.0543,0.0000000004166,-9.775,-9.575,-9.475,1382000000,9.097,9.147,9.222
139.8146003,2.5535415,0.0589,0.0000000002954,-10.17,-9.825,-9.675,1348000000,9.127,9.202,9.282
139.8524776,2.5745905,0.0562,0.0000000001923,-10.12,-9.775,-9.725,2161000000,9.307,9.347,9.482
140.1679168,2.4520681,0.0122,0.0000000001543,-10.07,-9.875,-9.825,204100000,8.307,8.377,8.462
140.224871,2.5555698,0.0564,0.0000000002662,-9.575,-9.425,-9.275,501000000,8.637,8.697,8.767
140.3310581,2.5129689,0.0882,0.0000000002624,-9.875,-9.575,-9.375,2325000000,9.272,9.392,9.527
140.3134637,2.5259254,0.0883,0.0000000006658,-9.475,-9.325,-9.175,1647000000,9.197,9.257,9.337
140.80570096,2.60130529,0.0167,0.0000000001504,-10.32,-9.875,-9.825,2065000000,9.312,9.317,9.617
129.4434739,2.1579743,0.0352,0.0000000002778,-9.875,-9.575,-9.275,264000000,8.237,8.372,8.537
130.1008794,2.1678213,0.05,0.0000000005167,-9.525,-9.375,-9.225,676400000,8.802,8.862,8.932
130.2015066,2.2070593,0.0502,0.0000000003015,-9.575,-9.475,-9.375,769700000,8.772,8.837,8.912
130.393045,2.1888783,0.0287,0.0000000003865,-9.625,-9.425,-9.225,492500000,8.632,8.722,8.827
130.49355957,2.18919327,0.0322,0.0000000003602,-9.725,-9.575,-9.425,517200000,8.717,8.787,8.877
130.5770644,2.2755835,0.064,0.0000000001672,-9.925,-9.725,-9.575,1293000000,8.932,9.007,9.107
130.7056596,2.2013451,0.0632,0.0000000002754,-9.825,-9.675,-9.475,2802000000,9.412,9.472,9.592
130.8882303,2.2110843,0.0299,0.00000000001683,-10.77,-10.12,-9.825,2396000000,9.117,9.247,9.377
131.0959066,2.2777852,0.05,0.000000000001342,-12.17,-11.57,-11.12,2170000000,9.262,9.347,9.422
131.2442797,2.2971514,0.0747,0.0000000001135,-9.975,-9.825,-9.725,2044000000,9.082,9.187,9.297
131.56335849,2.26603061,0.0064,0.00000000009534,-10.97,-10.52,-10.02,152500000,8.182,8.232,8.362
131.7333053,2.2487886,0.0589,0.0000000009334,-9.275,-9.125,-8.925,507300000,8.682,8.757,8.847
131.798655,2.2503635,0.1179,0.0000000003475,-9.775,-9.425,-9.225,2599000000,9.242,9.342,9.467
131.8708468,2.2771057,0.0284,0.00000000008668,-10.42,-10.27,-10.02,464800000,8.497,8.602,8.687
132.6802271,2.4182501,0.1229,0.00000000288,-8.875,-8.825,-8.575,1758000000,9.122,9.237,9.247
132.9123464,2.3736994,0.0733,0.0000000001846,-10.17,-9.875,-9.625,2406000000,9.302,9.472,9.627
133.3086027,2.3801349,0.0353,0.000000001574,-9.325,-9.075,-8.825,103500000,7.922,8.002,8.122
133.5691783,2.4692977,0.0878,0.0000000001757,-9.975,-9.775,-9.625,1560000000,9.152,9.227,9.342
133.8814552,2.3830687,0.1009,0.0000000005103,-9.675,-9.475,-9.325,1739000000,9.242,9.327,9.427
134.4125737,2.3970772,0.0538,0.00000000009667,-10.37,-10.22,-10.07,2288000000,9.327,9.402,9.497
134.6538274,2.4272296,0.1168,0.0000000007832,-10.17,-9.375,-9.125,2024000000,9.277,9.342,9.437
134.6677084,2.4357422,0.1094,0.00000000009039,-10.22,-9.925,-9.675,2786000000,9.402,9.542,9.677
134.6499099,2.5600436,0.0394,0.0000000002023,-10.07,-9.825,-9.675,489800000,8.467,8.567,8.652
134.9579887,2.569785,0.0912,0.000000000187,-9.775,-9.625,-9.425,1690000000,9.102,9.197,9.282
135.2162991,2.5005647,0.1299,0.0000000005443,-10.02,-9.675,-9.425,2923000000,9.452,9.532,9.657
135.3069889,2.4645443,0.1022,0.00000001059,-9.325,-8.575,-7.975,1801000000,9.252,9.392,9.477
135.5946239,2.5292491,0.131,0.000000002805,-10.42,-9.575,-8.925,807300000,8.952,9.327,9.632
135.6234649,2.53576,0.0574,0.00000000001697,-11.77,-11.37,-10.97,2058000000,9.157,9.277,9.377
135.9929616,2.5412852,0.1199,0.0000000007812,-9.475,-9.325,-9.175,2530000000,9.402,9.452,9.507
136.071349,2.4660316,0.0704,0.0000000004659,-10.02,-9.525,-9.325,685900000,8.807,8.892,8.997
136.2127893,2.6192994,0.0546,0.0000000006665,-9.475,-9.325,-9.175,616100000,8.772,8.862,8.937
136.3645679,2.4913836,0.0378,0.00000000008174,-11.42,-10.52,-10.07,632900000,8.782,8.857,8.972
136.4918419,2.5030874,0.0335,0.0000000001299,-10.12,-10.02,-9.825,288700000,8.367,8.467,8.567
137.3995455,2.7198133,0.0827,0.0000000005807,-9.475,-9.325,-9.225,1436000000,9.137,9.187,9.242
137.4462385,2.5918044,0.1395,0.0000000008686,-9.225,-9.075,-8.975,2155000000,9.312,9.332,9.412
137.5861652,2.6271891,0.0977,0.000000000153,-10.72,-10.02,-9.775,2453000000,9.377,9.457,9.602
137.7647008,2.5722757,0.039,0.00000000018,-9.975,-9.775,-9.625,934800000,8.932,9.017,9.107
137.7128278,2.7316279,0.0549,0.0000000008153,-10.32,-9.775,-9.575,609400000,8.702,8.787,8.907
137.8766556,2.5948392,0.0781,0.0000000003815,-10.17,-9.475,-9.325,970300000,8.977,9.037,9.127
138.0600001,2.6790711,0.1427,0.000000008254,-10.27,-9.575,-9.025,1523000000,9.437,9.652,9.872
138.1187068,2.7796011,0.0563,0.000000002064,-9.575,-9.425,-9.225,547700000,8.722,8.777,8.872
138.2546309,2.7202195,0.0256,0.00000000003601,-11.27,-10.57,-10.32,536000000,8.462,8.617,8.692
138.4656833,2.6867629,0.0907,0.0000000008372,-9.125,-9.025,-8.875,1466000000,8.922,8.992,9.107
138.5771055,2.7323913,0.0735,0.0000000002132,-9.975,-9.775,-9.625,1262000000,9.047,9.137,9.227
139.2834534,2.7649578,0.1232,0.00000001253,-8.975,-8.625,-8.225,2117000000,9.382,9.597,9.877
139.1542417,2.7730258,0.0258,0.0000000002417,-10.07,-9.875,-9.675,209300000,8.242,8.352,8.447
139.274736,2.8533128,0.0126,0.0000000009404,-9.225,-9.125,-8.875,18550000,7.217,7.267,7.322
139.6677117,2.6944434,0.0865,0.0000000004448,-9.725,-9.525,-9.425,2828000000,9.492,9.552,9.687
139.6823468,2.8424339,0.0869,0.00000000006747,-10.17,-10.02,-9.825,1600000000,9.222,9.352,9.442
139.8015771,2.7253025,0.0122,0.0000000004135,-9.625,-9.475,-9.375,39570000,7.552,7.627,7.722
139.9849232,2.7520872,0.0708,0.0000000004028,-9.675,-9.525,-9.375,1470000000,9.112,9.167,9.252
140.0435718,2.8434999,0.104,0.0000000006447,-9.425,-9.275,-9.075,2404000000,9.317,9.372,9.417
140.0883512,2.8193153,0.0562,0.0000000001674,-9.975,-9.775,-9.675,2259000000,9.207,9.312,9.397
140.172028,2.8511661,0.0565,0.0000000004009,-10.27,-9.725,-9.575,549800000,8.697,8.777,8.852
140.1642357,2.8644773,0.0565,0.0000000001809,-10.17,-9.725,-9.475,1030000000,8.812,8.902,9.037
140.3927548,2.7341902,0.0903,0.0000000001432,-10.57,-10.22,-9.975,1713000000,9.257,9.452,9.582
140.592583,2.7781851,0.0874,0.0000000001696,-10.22,-9.975,-9.825,2360000000,9.322,9.402,9.502
140.5469178,2.8891662,0.086,0.0000000000695,-10.62,-10.32,-10.17,2588000000,9.297,9.412,9.502
140.6877171,2.7477296,0.0857,0.000000000169,-10.12,-9.925,-9.775,2010000000,9.307,9.427,9.507
140.7135861,2.9353221,0.1162,0.0000000008725,-8.925,-8.275,-7.975,668000000,8.397,8.562,8.952
140.7136526,2.9359636,0.1165,0.0000000002132,-10.07,-9.375,-9.125,2917000000,9.377,9.452,9.537
140.75062,2.8686752,0.0249,0.0000000000008788,-10.57,-10.37,-10.27,1027000000,8.732,8.832,8.932
129.7678768,2.4785998,0.1132,0.0000000002733,-9.625,-9.475,-9.325,2276000000,9.212,9.282,9.367
129.8870667,2.6448009,0.05,0.0000000002192,-11.27,-10.32,-9.425,1352000000,8.922,9.207,9.462
130.019368,2.5491047,0.0507,0.0000000002754,-9.975,-9.575,-9.425,2404000000,9.342,9.412,9.527
130.0236151,2.4638816,0.0288,0.0000000002512,-10.57,-9.825,-9.625,611700000,8.772,8.867,8.997
130.0853206,2.5628461,0.0515,0.00000000002839,-11.42,-10.87,-10.52,1934000000,9.152,9.277,9.377
130.2717317,2.4892745,0.068,0.000000000004829,-10.82,-10.17,-9.775,2317000000,9.132,9.277,9.407
130.1526735,2.6385014,0.0492,0.0000000002749,-9.675,-9.525,-9.375,2179000000,9.197,9.277,9.352
130.4143296,2.5854889,0.0491,0.000000000001869,-11.27,-10.67,-10.22,985100000,8.842,8.947,9.082
130.4354082,2.6196613,0.0501,0.0000000001968,-9.725,-9.575,-9.425,812200000,8.672,8.752,8.827
130.5050355,2.5283815,0.0284,0.0000000001674,-9.825,-9.775,-9.625,1397000000,9.032,9.117,9.197
130.5956576,2.4973208,0.0286,0.0000000001671,-9.975,-9.825,-9.725,2696000000,9.427,9.527,9.567
130.6337299,2.7031877,0.0983,0.000000000669,-9.275,-9.225,-9.025,2907000000,9.442,9.492,9.557
130.7053423,2.5567763,0.0498,0.0000000002578,-10.22,-9.875,-9.675,394200000,8.587,8.677,8.762
130.8514497,2.6597028,0.0983,0.0000000004725,-9.925,-9.475,-9.325,1517000000,9.177,9.232,9.327
130.9402249,2.620832,0.0624,0.00000000006734,-10.37,-10.17,-10.02,1602000000,9.097,9.197,9.287
130.9281596,2.5891478,0.0257,0.0000000001513,-9.975,-9.825,-9.675,247500000,8.312,8.402,8.512
131.0845785,2.5420185,0.0769,0.0000000003429,-10.17,-9.575,-9.425,1980000000,9.322,9.402,9.542
131.1802031,2.5729425,0.0261,0.0000000002978,-9.575,-9.425,-9.375,541300000,8.612,8.667,8.757
131.5925278,2.6137486,0.0594,0.00000000007929,-11.32,-10.42,-9.825,1417000000,8.897,9.092,9.272
131.6295004,2.6131144,0.074,0.0000000003495,-9.675,-9.525,-9.375,2510000000,9.337,9.402,9.482
131.7719956,2.721054,0.0276,0.0000000007301,-9.175,-9.125,-8.975,75510000,7.847,7.882,7.957
131.64732,2.758419,0.0595,0.0000000006114,-9.575,-9.425,-9.275,619800000,8.787,8.847,8.932
