RA,DEC,Z,logmstar,dellogmstar
138.5799085,0.3848816,0.05274,10.3559,0.108144
138.6036834,0.3630311,0.0879,10.5444,0.103542
138.610109,0.379604,0.06679,8.9296,0.113353
138.5927133,0.3041768,0.06957,9.01012,0.12102
138.7098265,0.2224163,0.05753,8.99988,0.196082
138.7612813,0.2171536,0.06633,9.81986,0.104694
138.9652959,0.3346861,0.05732,9.78298,0.123308
138.890558,0.3172791,0.06932,10.5998,0.203502
138.8789414,0.3205656,0.10725,10.1531,0.12473
138.9267318,0.3149589,0.00007,2.28661,0.130303
138.9764547,0.2386887,0.07022,10.6975,0.113926
139.0215028,0.3417773,0.14344,10.9424,0.0866857
139.0380498,0.2965342,0.0566,10.9421,0.107146
139.0454657,0.2690518,0.09145,10.3307,0.114313
139.0215493,0.3269348,0.09204,9.52878,0.161359
139.0536818,0.3237112,0.07023,8.88075,0.0993086
139.193859,0.3419759,0.05733,9.35512,0.206999
139.2144583,0.2351759,0.05676,9.37176,0.118741
139.2347709,0.2859556,0.05629,10.1554,0.139857
139.253574,0.2794208,0.08821,9.41485,0.107975
139.3414259,0.3219758,0.05405,10.7089,0.13241
139.3779402,0.3873945,0.05619,9.21302,0.125566
139.396464,0.3251605,0.05481,10.6608,0.101875
139.2824894,0.3950103,0.09139,10.178,0.120262
139.4690772,0.3590143,0.10254,10.2485,0.133146
139.4893215,0.2163494,0.09155,9.83818,0.119253
139.5685252,0.3850275,0.0171,8.86488,0.113457
139.6526389,0.347551,0.0912,10.3515,0.110475
139.7524976,0.321731,0.09065,10.2084,0.110211
139.9937596,0.270386,0.0876,10.1687,0.109892
139.9363913,0.3726455,0.09056,10.128,0.114992
139.9848844,0.2392632,0.08764,9.41317,0.118369
140.1400563,0.2192699,0.00011,1.24552,0.0662479
140.04808,0.3011434,0.14008,10.1385,0.111417
140.1274378,0.3609214,0.08735,9.43267,0.115177
140.2918424,0.2150072,0.08779,9.77713,0.138916
140.3307793,0.4123037,0.13974,10.8027,0.102673
140.3844545,0.3299089,0.14027,10.3787,0.14085
140.3203393,0.4183273,0.13848,10.1809,0.125534
140.342655,0.254653,0.08665,9.16479,0.12837
140.3455885,0.3879166,0.13939,10.0635,0.110338
140.5305848,0.3990155,0.06056,10.3873,0.11406
140.5706996,0.3022974,0.14212,10.64,0.0898877
140.5782687,0.3812921,0.07964,10.062,0.123714
140.6159126,0.2187349,0.13918,10.2225,0.111948
140.7674035,0.3279896,0.05618,9.0868,0.104586
140.8256858,0.3036053,0.05652,9.15884,0.111807
140.9248091,0.3246623,0.07349,10.8477,0.125123
140.9430206,0.3567262,0.1387,10.599,0.110813
140.9907644,0.3027804,0.0702,10.0403,0.115581
140.9945212,0.2704484,0.07051,10.1922,0.136326
140.9992038,0.2980486,0.08638,10.1534,0.110043
140.9290041,0.3683203,0.13865,10.41,0.0975907
129.0001378,0.678044,0.01346,8.98624,0.110341
129.0363448,0.6660418,0.01362,9.29036,0.116063
129.8102135,0.7056549,0.0781,9.05967,0.13046
129.8529578,0.6891499,0.07788,11.1048,0.118828
129.8586665,0.6855229,0.14486,10.9053,0.106113
129.8570714,0.6890403,0.14476,10.4882,0.369968
129.8547639,0.6866341,0.14504,9.32178,0.2856
129.8608828,0.7117085,0.14225,10.4536,0.103232
129.8840331,0.6307151,0.14315,10.2427,0.124101
129.8940525,0.6726726,0.14444,10.413,0.120175
129.9621058,0.7094583,0.11072,10.3766,0.125311
130.0049822,0.6334987,0.14707,11.286,0.100997
130.018917,0.6302973,0.14332,10.6936,0.105366
130.0446214,0.7096954,0.11034,10.9225,0.100558
130.0611058,0.6968592,0.07789,9.53038,0.119192
130.26524,0.7007444,0.0143,7.94936,0.156054
130.4287611,0.6825258,0.07849,10.3174,0.104617
130.4174422,0.6829309,0.04605,10.0768,0.123684
130.3178131,0.6847119,0.07827,9.41426,0.131795
130.4486403,0.6447369,0.14746,10.3266,0.113454
130.6838814,0.6767742,0.07057,10.1844,0.117654
130.7101839,0.6984296,0.07071,10.1995,0.12256
130.8581373,0.6386435,0.11538,10.1665,0.200832
130.8792623,0.7258493,0.09695,10.8504,0.126468
130.8807262,0.7261655,0.09683,9.23449,0.271675
130.7431786,0.6440833,0.03465,9.84565,0.126838
130.9270727,0.6960512,0.0508,9.11139,0.136913
131.1154564,0.6438964,0.13292,10.5556,0.111671
131.4770955,0.6698429,0.07714,9.38559,0.126592
131.5289179,0.689247,0.07663,9.76184,0.110906
131.5549051,0.6958054,0.13015,10.629,0.0746107
131.6135472,0.6346722,0.13697,10.4085,0.0961881
131.5897157,0.6766177,0.13067,9.95135,0.114751
131.66530143,0.67589197,0.00014,1.84737,0.286005
131.7795759,0.657552,0.12846,10.7994,0.110098
131.7746529,0.6651039,0.1289,10.1087,0.132441
131.867769,0.6644273,0.05822,9.3601,0.139282
131.9200342,0.7209032,0.09598,10.0249,0.107147
131.9271661,0.6822724,0.04541,9.53656,0.113035
131.9302461,0.6889716,0.11841,10.2765,0.0944094
131.921104,0.7307522,0.10422,9.6145,0.139897
131.9498716,0.6537059,0.05816,10.8878,0.104559
131.9838116,0.6900212,0.1099,10.0026,0.123402
132.0080179,0.6934176,0.11025,10.6638,0.110755
132.0409191,0.7081436,0.10985,10.7762,0.108893
132.1817738,0.6526322,0.11949,9.57129,0.132328
132.0843932,0.74496,0.11008,10.2292,0.134959
132.1417242,0.702474,0.11868,10.3268,0.102921
132.2173022,0.6343105,0.14272,10.0885,0.116033
132.0913661,0.6395676,0.11091,9.78265,0.116594
132.2227755,0.6867569,0.14331,10.3176,0.116365
132.1649523,0.7229947,0.10458,9.6335,0.131356
132.2787224,0.7450358,0.10399,10.1199,0.128032
132.2795345,0.6960097,0.11948,10.1095,0.112504
132.4633612,0.6468817,0.12966,9.89003,0.121281
132.5305846,0.7430606,0.12981,11.0324,0.185042
132.5516038,0.6568009,0.04258,10.6289,0.128009
132.6628299,0.7015504,0.08783,9.78089,0.122198
132.82323612,0.64575841,0.05151,9.89428,0.127917
132.6937062,0.6850419,0.0877,10.4937,0.119056
132.7609491,0.6526985,0.08733,11.0632,0.107105
132.7632874,0.6689695,0.08625,10.6253,0.121774
132.7613725,0.6614179,0.08574,10.4138,0.124551
132.7737014,0.6871687,0.08737,9.90836,0.200361
133.0039539,0.6828287,0.00012,3.27843,0.0646956
133.0025622,0.6813521,0.12688,9.50439,0.181516
133.0697312,0.6811876,0.04109,9.23834,0.148471
133.1118673,0.7488267,0.05763,9.5784,0.1388
133.0724212,0.7231042,0.07771,9.13571,0.143526
133.2365739,0.6997784,0.10883,10.5304,0.104057
133.360209,0.73593887,0.00008,2.00229,0.124432
133.4060778,0.7360183,0.04094,10.5152,0.117936
133.3922247,0.7735627,0.10768,10.7698,0.108889
133.4136257,0.7582162,0.04113,10.7043,0.107933
133.4272796,0.7610296,0.04131,8.82033,0.131041
133.4895862,0.7358071,0.00021,3.47431,0.185404
133.4575331,0.7123546,0.10661,10.7961,0.103921
133.4990007,0.6608849,0.10317,10.766,0.110493
133.5276755,0.707756,0.10732,10.633,0.13256
133.5542409,0.6708878,0.10868,10.6461,0.0943923
133.5688225,0.7047416,0.10652,10.0928,0.113123
133.47624,0.6650218,0.10352,10.2514,0.110746
133.622406,0.6669003,0.10391,10.7499,0.0951022
133.6313182,0.6659533,0.10423,10.2687,0.0971501
133.6525287,0.6425575,0.10696,11.6421,0.1045
133.6484818,0.640889,0.10312,10.7182,0.21474
133.6487277,0.6337076,0.10474,10.5303,0.100675
133.6443799,0.6461978,0.11001,10.0426,0.102584
133.6742528,0.6374899,0.10573,10.5571,0.0981861
133.5846188,0.706782,0.1055,10.4896,0.107147
133.5988709,0.6404285,0.10948,11.1832,0.101539
133.6071255,0.7443864,0.10546,11.1754,0.102221
133.60621121,0.74439111,0.10545,10.0162,0.17112
133.6277817,0.653374,0.10519,10.2569,0.105794
133.6416073,0.6824531,0.11077,10.6733,0.116823
133.6462192,0.6704674,0.11213,10.2204,0.0942902
133.6529623,0.6627718,0.10953,10.3825,0.109069
133.6592811,0.6563166,0.1057,10.9949,0.101302
133.6711001,0.7758313,0.10752,10.1568,0.109241
133.6960444,0.7752029,0.10728,10.1921,0.148272
133.7293102,0.7770003,0.11029,10.768,0.112978
133.6928963,0.7807718,0.12519,10.4086,0.112294
133.6410096,0.7502066,0.10708,10.11,0.16542
133.6949976,0.7012565,0.1069,9.83134,0.106238
133.7310691,0.7470732,0.10729,10.4861,0.100958
133.7428669,0.7470682,0.11102,9.53175,0.122679
133.7492697,0.6700616,0.10608,11.1247,0.103259
133.7606389,0.7052063,0.11092,10.6564,0.110702
133.7618167,0.7610361,0.04136,9.1582,0.137058
133.7768035,0.7620312,0.10865,10.5297,0.128782
133.774287,0.7644474,0.11008,10.5487,0.120477
133.8181781,0.7118122,0.12476,10.4552,0.104552
133.9290616,0.7363736,0.02877,8.33526,0.154616
133.8871076,0.7355568,0.00024,3.86754,0.0555325
133.9321143,0.7360073,0.00038,3.70642,0.128029
133.966567,0.6507651,0.11347,10.4211,0.10749
134.0029614,0.7618378,0.1093,9.91158,0.13281
133.9057532,0.7422279,0.02873,8.19215,0.168184
134.078103,0.6349142,0.05213,9.66734,0.161387
134.1362828,0.7057695,0.08756,10.5541,0.138778
134.1522031,0.7784314,0.05235,10.4046,0.118697
134.1758682,0.6330132,0.05277,9.46597,0.116647
134.2707476,0.7308411,0.11027,10.5998,0.116399
134.2011311,0.6921704,0.05277,9.42763,0.122717
134.4502656,0.7781934,0.07176,10.6016,0.130327
134.3611256,0.7374708,0.12535,9.63559,0.114341
134.6071899,0.6844827,0.05226,9.58594,0.164244
134.6191824,0.6371667,0.05233,10.6124,0.110533
134.5223533,0.6322645,0.10377,10.2655,0.116402
134.5425289,0.7466442,0.00009,1.59002,0.178144
134.6268181,0.6665813,0.07149,9.79955,0.11671
134.7488182,0.7019284,0.11789,10.7689,0.116541
134.82397208,0.69014328,0.01634,8.25788,0.11824
134.8301677,0.7978819,0.01312,9.03451,0.114664
134.9060254,0.776277,0.08877,9.51009,0.123353
134.9606482,0.7903082,0.07124,9.45885,0.109769
134.9866237,0.7881663,0.05231,10.0214,0.111131
135.1449511,0.6899525,0.08888,9.53418,0.119204
135.1411308,0.7601276,0.07063,11.0248,0.11018
135.1445262,0.7579684,0.07083,10.416,0.176788
135.3262781,0.7969704,0.11369,10.5783,0.100886
135.2784765,0.716086,0.1103,9.50116,0.127105
135.4863472,0.7353861,0.00073,5.24158,0.106064
135.63314785,0.74123885,0.07712,9.75877,0.132166
135.5890483,0.6821259,0.01796,8.16126,0.124203
135.6204791,0.7832434,0.07005,9.57947,0.185167
135.6140678,0.7333422,0.11527,9.63107,0.114609
135.6211024,0.7095849,0.03673,9.11896,0.126746
135.7879703,0.7304329,0.11695,9.80431,0.229271
135.8395715,0.8120275,0.12929,9.96626,0.119736
135.9089694,0.6329772,0.07065,9.69924,0.12258
135.8439148,0.7142086,0.14883,10.3926,0.108524
135.8652796,0.6884811,0.13148,10.3915,0.127184
135.8853616,0.8034825,0.0533,8.46616,0.0830359
135.9564226,0.7116949,0.12732,9.94197,0.131689
135.9958385,0.7399741,0.05303,9.51743,0.138765
136.0320101,0.817165,0.14845,10.6896,0.137646
136.03821,0.7270893,0.13195,10.865,0.0833153
136.0521157,0.7227065,0.13162,10.3923,0.179152
136.1954612,0.7813823,0.14863,10.5817,0.114616
136.2118449,0.7060917,0.14379,10.4262,0.274027
136.1424023,0.7995329,0.14866,10.0823,0.126706
136.1622182,0.767785,0.07161,9.39391,0.12553
136.1737652,0.7004906,0.0769,10.5686,0.126759
136.2059672,0.6767975,0.10527,10.1389,0.136223
136.2109654,0.7433502,0.01269,8.30315,0.117446
136.2313155,0.6876963,0.1021,10.0873,0.117892
136.1464737,0.7977118,0.14891,10.3715,0.139234
136.2169034,0.7605696,0.14804,10.0043,0.156077
136.2545994,0.6862974,0.07694,9.1925,0.121928
136.3611333,0.7705046,0.14827,9.96344,0.115921
136.379855,0.8263903,0.06996,10.8605,0.109447
136.3798783,0.8216679,0.07058,9.67012,0.323633
136.3991134,0.696789,0.10163,9.44716,0.119651
136.3406388,0.7089628,0.05334,8.84686,0.126279
136.4301228,0.68455,0.14779,10.4295,0.114263
136.4749303,0.6691349,0.05334,10.4895,0.113937
136.4749624,0.7528713,0.14792,10.8661,0.0970199
136.5897565,0.7735823,0.14731,10.5496,0.100347
136.6302993,0.7677031,0.14718,10.7095,0.114007
136.6306278,0.7688124,0.14779,10.4197,0.179162
136.6101981,0.7840186,0.10059,10.0307,0.133697
136.8072777,0.6775528,0.14936,10.3498,0.11275
136.8970496,0.6379365,0.05228,9.25574,0.126295
136.96128417,0.73582665,0.00003,2.47506,0.0423106
137.0008141,0.7426215,0.07738,9.50846,0.218601
137.0046045,0.6632947,0.09415,10.2369,0.0993154
136.8913831,0.7272618,0.0533,8.91758,0.125723
136.980858,0.8342911,0.05252,9.59568,0.179887
137.1619164,0.6996161,0.09516,10.2663,0.116058
137.1965093,0.6506265,0.05378,9.41549,0.124261
137.2357967,0.7861188,0.095,9.94703,0.123729
137.2458837,0.6339571,0.05341,10.3781,0.116533
137.2979634,0.8354469,0.03937,10.5002,0.120061
137.2938584,0.8369025,0.03946,5.27595,0.194223
137.312797,0.7515968,0.07048,9.29374,0.115916
137.3352049,0.7387292,0.05376,10.2104,0.119769
137.6117935,0.736867,0.14682,10.3143,0.116036
137.4991904,0.6304797,0.09819,10.284,0.120461
137.5961072,0.6915742,0.12545,9.85048,0.112272
137.6495096,0.8134352,0.10462,10.5079,0.11277
137.6602269,0.7352141,0.00003,1.60755,0.077535
137.7298073,0.7494247,0.14501,10.7988,0.113686
137.7006055,0.6308689,0.09408,9.59312,0.10299
137.8253975,0.645927,0.14476,10.7027,0.102665
137.8699084,0.6568854,0.10488,10.7286,0.108456
137.8953012,0.7351375,0.00022,2.57417,0.0906334
137.8803924,0.7042826,0.00004,2.16415,0.112756
138.0453583,0.7824765,0.10222,10.1413,0.109699
138.0333069,0.784837,0.03915,10.2671,0.124705
138.3651805,0.7459421,0.05434,9.01428,0.123731
138.2577781,0.8100878,0.05408,8.97768,0.137939
138.471825,0.6779958,0.10246,10.3346,0.112759
138.5471116,0.8182284,0.05507,10.3039,0.136212
138.8457049,0.6815858,0.0524,9.60269,0.117521
139.0409935,0.7355334,0.00006,2.13892,0.166393
139.0572675,0.700582,0.03817,10.4811,0.121417
139.2307718,0.6356227,0.09687,10.0255,0.137819
139.2320594,0.7043775,0.08041,9.41438,0.120047
139.3468826,0.7400366,0.10266,10.1719,0.114651
139.4746704,0.7305926,0.02912,8.44113,0.112821
139.4639808,0.8102561,0.0931,9.66462,0.122175
139.5058595,0.6306261,0.05702,8.94546,0.128552
139.5275892,0.7070773,0.05784,9.24635,0.139692
139.529859179,0.723751923,0.01691,8.23212,0.119876
139.66294938,0.7620343,0.05782,8.9578,0.134904
139.5925337,0.6392831,0.08749,10.1475,0.142022
139.666431,0.7682349,0.08771,9.20753,0.209185
139.686738,0.7624821,0.08765,9.46815,0.107245
139.7121647,0.6400014,0.0567,10.2392,0.124292
139.7124309,0.7775068,0.01786,8.0377,0.127548
139.7695903,0.7508986,0.08814,10.3385,0.137578
139.7761206,0.6775699,0.01757,9.30717,0.129606
139.9690986,0.8338115,0.08892,11.1128,0.132078
139.9828971,0.6413024,0.05647,10.2259,0.126961
139.9807908,0.6395048,0.11138,10.0629,0.26026
139.8692376,0.7046171,0.05646,9.2978,0.107051
139.8772268,0.7046467,0.05667,9.71993,0.123275
139.9739609,0.6866563,0.1023,9.71333,0.11061
140.0352957,0.6707255,0.05838,9.75363,0.124067
140.1386872,0.721087,0.0172,9.16702,0.111366
140.0621273,0.6323307,0.08815,9.80313,0.120982
140.1551153,0.8228102,0.01746,8.91356,0.116782
140.1594595,0.7894903,0.14082,10.5051,0.105721
140.0915217,0.8235267,0.01788,8.42541,0.229672
140.0999765,0.7293847,0.05174,9.81187,0.32952
140.17046693,0.72817561,0.08991,9.95783,0.102632
140.1848578,0.7754275,0.14016,10.9643,0.118622
140.1910374,0.775352,0.14049,10.8966,0.116084
140.2956551,0.8173065,0.08793,10.4875,0.115014
140.3826911,0.7476476,0.08767,10.3521,0.122465
140.3901746,0.7471005,0.14144,10.7471,0.112651
140.3803692,0.7529359,0.083,9.61371,0.127543
140.4905443,0.753318,0.1369,10.6268,0.106413
140.68057196,0.68934356,0.00028,2.21444,0.223991
140.7342238,0.6352661,0.13941,10.6744,0.102002
140.9033228,0.7483252,0.05645,10.2494,0.123534
140.7979116,0.6295136,0.13801,10.6068,0.10119
140.96989088,0.67974523,0.00028,2.57729,0.163897
140.9632712,0.8074352,0.05699,9.31352,0.125934
140.968183,0.8158193,0.01701,8.07709,0.124924
140.172454,-1.988786,0.06494,9.5657,0.145175
140.4205577,-1.994588,0.13651,10.1579,0.127231
140.0330888,-1.6359148,0.13241,10.4196,0.11453
140.0844234,-1.6052151,0.13251,10.574,0.124413
140.012240844,-1.72816535,0.10362,10.2141,0.113789
140.008073847,-1.72575193,0.10444,10.4227,0.138503
140.0291099,-1.6811758,0.06864,9.54899,0.123519
139.9903826,-1.7257108,0.06942,9.30118,0.20155
140.0791806,-1.704554,0.09986,9.64776,0.134492
140.1547789,-1.6891818,0.10312,10.853,0.139305
140.1554443,-1.6668248,0.10318,10.6782,0.122887
140.1794834,-1.765146,0.06512,10.4397,0.11462
140.2540954,-1.6549552,0.05434,9.14415,0.1139
140.2541205,-1.7250747,0.10305,10.3427,0.113624
140.3884495,-1.6431588,0.06444,9.27062,0.123496
140.4046506,-1.5759408,0.13071,9.77754,0.126667
140.5361603,-1.7481837,0.1403,10.3602,0.104295
140.5427005,-1.6092311,0.13263,10.9568,0.0969455
140.4187244,-1.677765,0.13326,10.4336,0.105428
140.4396116,-1.5898431,0.14056,10.022,0.123879
140.4710178,-1.6333089,0.13277,10.6696,0.105489
140.4750143,-1.6557787,0.13306,9.97776,0.101977
140.5018121,-1.5870929,0.14109,10.4284,0.11882
140.571302,-1.6243902,0.1332,10.8826,0.110056
140.5747497,-1.650017,0.1407,10.9983,0.101785
140.6219167,-1.6774778,0.13715,10.3598,0.14986
140.6251547,-1.6536249,0.13749,10.2715,0.110216
140.6354346,-1.5893307,0.11867,10.3353,0.117354
140.6401652,-1.6531463,0.11903,10.3683,0.174002
140.6712917,-1.6720229,0.13679,10.4563,0.114908
140.5843247,-1.6164295,0.14127,10.2542,0.103735
140.7155509,-1.7766962,0.0879,10.647,0.105786
140.7119047,-1.6534341,0.13033,10.6218,0.104329
140.7431551,-1.7406568,0.08819,9.22574,0.125308
140.8549461,-1.6928181,0.07077,10.5593,0.118432
140.9482228,-1.7360164,0.13615,9.67101,0.122093
140.982583,-1.7735606,0.11866,11.1333,0.10194
140.9872463,-1.7148892,0.05466,8.90592,0.11889
140.9958401,-1.7979561,0.13386,10.3377,0.11649
140.0793988,-1.2416191,0.04639,9.07279,0.117061
140.1077418,-1.2398508,0.04642,8.61042,0.107213
140.0148986,-1.2156774,0.09604,9.78608,0.108921
140.0794605,-1.176516,0.02893,8.46436,0.130368
140.0810998,-1.3364552,0.1024,9.5497,0.124056
140.1293651,-1.3451768,0.07059,9.30528,0.117174
140.2615943,-1.2118875,0.14243,10.1041,0.123837
140.259089,-1.3240148,0.00003,2.00195,0.117091
140.2649171,-1.2858551,0.02555,8.31472,0.100376
140.4130226,-1.173889,0.13969,11.3171,0.109771
140.4117138,-1.312807,0.10222,10.1976,0.111846
140.4254262,-1.2621859,0.0553,9.80577,0.128025
140.4733489,-1.3506849,0.05471,10.2317,0.113664
140.5072993,-1.1596514,0.12001,10.3247,0.125722
140.5239921,-1.2600865,0.13779,10.2942,0.12789
140.5408232,-1.2170956,0.13412,10.3863,0.139978
140.4768629,-1.3366862,0.05524,9.12358,0.130575
140.6515966,-1.2821708,0.13744,11.0624,0.123428
140.6892856,-1.2494317,0.11442,10.5936,0.113852
140.5868888,-1.1637596,0.14115,10.7594,0.107087
140.6242047,-1.2616165,0.13618,10.0411,0.122515
140.679086,-1.2776937,0.11487,9.57879,0.119524
140.83848114,-1.24349487,0.14468,10.04,0.141761
140.7190208,-1.3442423,0.08786,10.6604,0.11263
140.7614275,-1.262155,0.07013,10.7568,0.113385
140.7620455,-1.2954991,0.14209,10.0591,0.117897
140.7698386,-1.1835995,0.14296,10.0299,0.118277
140.869562,-1.1681372,0.07356,10.1937,0.126182
140.9154761,-1.241145,0.14595,10.3046,0.100761
140.9774481,-1.1936279,0.13495,10.301,0.11807
140.9068016,-1.1723559,0.11481,9.56587,0.112847
140.9505205,-1.261393,0.14581,10.3268,0.107576
140.2621001,-0.9047667,0.0899,9.87459,0.107525
140.4686084,-0.9388516,0.13419,10.1491,0.106172
140.5392164,-0.9386559,0.05557,9.99112,0.117153
140.5496706,-0.9166616,0.05532,9.32327,0.122109
140.5861552,-0.9263888,0.13962,10.4702,0.112917
140.6230486,-0.9249349,0.05592,10.0142,0.112414
140.7693131,-0.9382481,0.13725,9.64156,0.120146
140.7523301,-0.8990753,0.13541,9.59286,0.136938
140.9239375,-0.9312756,0.13464,11.092,0.104305
140.928132,-0.9290287,0.13524,10.681,0.0952493
140.9313234,-0.9325232,0.13699,10.881,0.111886
140.9256963,-0.9288031,0.13704,10.4856,0.208717
140.9492273,-0.9389437,0.13682,10.3429,0.134743
140.9503814,-0.9382405,0.13665,10.1643,0.13561
139.989349,-1.9244156,0.08926,10.4562,0.226262
140.1235853,-1.8478996,0.05367,9.3033,0.11932
140.2162909,-1.8652172,0.13642,10.5305,0.122556
140.2347741,-1.7955582,0.0652,8.94871,0.103933
140.2400668,-1.8596176,0.09906,10.0825,0.1136
140.2976489,-1.7890449,0.06981,9.51116,0.123246
140.3197267,-1.808117,0.10269,10.7292,0.124493
140.3692046,-1.9236631,0.14413,10.7109,0.103836
140.3766901,-1.8958421,0.1034,9.25862,0.146378
140.3342803,-1.9323892,0.08943,10.357,0.157209
140.2841375,-1.8639561,0.04568,9.24319,0.127761
140.5137511,-1.9089096,0.13705,10.1859,0.0493782
140.5340362,-1.8671313,0.13717,10.0778,0.126767
140.5182724,-1.7911879,0.14067,10.47,0.112025
140.6026142,-1.9042353,0.12318,9.89696,0.165632
140.6231179,-1.8954648,0.13663,10.1751,0.134106
140.690601,-1.8278491,0.13673,11.0635,0.104085
140.6910973,-1.9174633,0.11284,10.7025,0.162745
140.69328726,-1.91260032,0.00027,2.95684,0.233091
140.7336465,-1.8325642,0.13974,10.4984,0.11375
140.7401848,-1.8316714,0.13794,9.48996,0.22206
140.7493126,-1.9652917,0.09842,9.72971,0.192707
140.866055,-1.9840973,0.11886,10.867,0.0934987
140.8823081,-1.927624,0.1132,10.703,0.125806
140.9109859,-1.9282481,0.09852,11.0516,0.108644
140.9198402,-1.8314275,0.11853,10.5189,0.117642
140.9313354,-1.8700504,0.13563,10.5505,0.113998
140.9509201,-1.8692929,0.13497,10.6863,0.121749
140.9565324,-1.7984834,0.11958,10.8077,0.102443
140.9596475,-1.9355826,0.02261,8.38671,0.137522
140.9941819,-1.8628245,0.11878,9.982,0.168001
140.9935602,-1.9390781,0.11947,10.2111,0.112217
140.9650229,-1.8696106,0.13513,10.2537,0.108859
140.9616596,-1.8063606,0.0557,9.38251,0.162847
140.922792,-1.9126858,0.1368,9.96587,0.153975
140.023602,-1.4675003,0.0387,9.67924,0.111577
140.0447156,-1.5005746,0.09625,10.6316,0.113469
140.0612389,-1.3727577,0.1023,10.5027,0.094722
140.0760383,-1.3794357,0.10253,11.1804,0.098307
140.1074865,-1.3646864,0.13864,10.9331,0.105292
140.2387176,-1.5637497,0.10423,10.4138,0.121658
140.2172883,-1.3722171,0.02975,8.60573,0.100263
140.3663469,-1.4544411,0.1027,10.7713,0.102901
140.3866319,-1.5090744,0.02283,7.97696,0.12341
140.5129736,-1.4620185,0.05348,9.65681,0.124821
140.4853431,-1.4524586,0.06707,10.0634,0.123481
140.4951884,-1.4683238,0.14064,10.7355,0.0984352
140.5024744,-1.421145,0.06646,9.59327,0.121346
140.5818418,-1.4665073,0.05464,9.23596,0.127483
140.5100497,-1.4728006,0.10261,9.51433,0.127089
140.7006758,-1.572606,0.06727,10.1935,0.127228
140.6560068,-1.4832676,0.05461,10.4133,0.107987
140.6693646,-1.5601239,0.06649,10.2795,0.10388
140.6806839,-1.4258394,0.11467,9.98925,0.111481
140.6790997,-1.5264756,0.06397,9.17227,0.125261
140.6144189,-1.5156179,0.06686,9.13943,0.142309
140.6191868,-1.507555,0.145,10.177,0.115122
140.6567397,-1.5528089,0.06692,9.2697,0.139321
140.8097956,-1.4108939,0.14535,10.4167,0.111554
140.8067314,-1.5122101,0.06369,9.64351,0.12264
140.8367007,-1.5679453,0.05462,10.7737,0.109428
140.8722555,-1.487114,0.0638,10.1134,0.126401
140.8718992,-1.5056454,0.06379,10.3236,0.137304
140.9247071,-1.5369134,0.00018,3.21894,0.0923052
140.9415472,-1.4067528,0.0644,9.62156,0.119121
140.971431,-1.5533049,0.11515,10.4413,0.101622
140.9811915,-1.4369158,0.13394,10.8731,0.11904
140.9817665,-1.4920959,0.08778,9.72943,0.118576
140.9872565,-1.4407676,0.13446,11.046,0.109182
140.9896748,-1.4368447,0.13252,10.8617,0.128128
140.992034,-1.4384709,0.13514,10.7707,0.0966228
140.9262205,-1.5141585,0.05492,8.9906,0.127183
140.9937985,-1.5750627,0.13344,10.4614,0.115332
140.1109154,-1.0186418,0.02873,10.1457,0.125544
140.1264771,-1.0741226,0.00006,1.97249,0.155902
140.1977748,-1.0775507,0.11151,10.1666,0.111865
140.2096115,-0.9784276,0.07442,9.39412,0.152246
140.2579122,-1.0347942,0.06964,9.36722,0.137322
140.4185884,-0.9736929,0.1342,10.8269,0.112511
140.3879442,-0.9423505,0.13437,10.1167,0.111206
140.4025569,-1.101888,0.07398,9.42999,0.122378
140.4227841,-1.0749356,0.07124,9.13328,0.116705
140.5422553,-1.0410206,0.05438,10.8121,0.113365
140.5555629,-1.015428,0.05497,9.89566,0.119558
140.5640214,-0.9575172,0.13737,10.8542,0.105616
140.5676045,-1.040328,0.05505,11.2607,0.113791
140.5663947,-1.0501467,0.05497,10.4468,0.119535
140.6016663,-0.9724826,0.13925,10.3039,0.10464
140.4686444,-1.0786589,0.13741,10.3933,0.13076
140.5968002,-1.1440509,0.07359,9.7381,0.114298
140.5585578,-0.9759504,0.08714,9.49878,0.124285
140.637929,-0.9704435,0.02307,9.99269,0.111625
140.6412966,-1.1480416,0.13709,10.7855,0.127675
140.6643833,-1.148837,0.1018,10.5688,0.110212
140.7066012,-1.0231355,0.05507,9.23186,0.14202
140.7205018,-0.9616236,0.13918,10.6098,0.136579
140.8830069,-1.0849797,0.08194,9.03705,0.122559
140.7555156,-1.0505847,0.13722,11.3497,0.11221
140.8681587,-0.9648856,0.13838,10.9222,0.114809
140.8683262,-0.9755725,0.13715,10.758,0.103643
140.8697263,-0.9713988,0.13689,10.6492,0.108659
140.8878707,-1.0727591,0.13754,10.5507,0.10192
140.7553743,-0.9957072,0.13484,9.75715,0.133865
140.8168974,-1.0301775,0.13749,9.65079,0.125881
140.9272797,-0.9943941,0.13717,10.7467,0.107173
140.9602989,-1.057804,0.14503,10.8771,0.115179
140.9682328,-1.001883,0.13543,10.3042,0.129365
140.9570692,-0.9835954,0.13546,9.77596,0.124063
131.2386682,-0.6691673,0.00003,2.55363,0.0999693
130.789952,-0.6481292,0.00008,2.63292,0.0861992
131.1058795,-0.2570474,0.00026,3.1887,0.122514
135.4874809,-0.3355268,0.00008,1.30228,0.144905
129.8833123,0.1626362,0.00027,3.69214,0.122616
129.93225044,0.10994032,0.00034,4.49312,0.0448167
130.4506813,0.1569753,0.00029,3.57075,0.115475
