ind,ra,dec,mass_stellar_best_fit,sSFR_best_fit,z
484,136.6722667,-1.3963229,202800000,6.665e-10,0.0403
485,136.78305809999998,-1.4011635999999998,562600000,4.538e-10,0.0534
486,137.1277783,-1.4588415,1402000000,1.221e-11,0.0402
487,137.16859589999996,-1.4035084,1480000000,2.045e-10,0.0519
488,137.59106819999997,-1.4034533,1956000000,1.308e-09,0.0796
489,138.80648019999998,-1.387294,507500000,9.602e-11,0.0558
49,129.00228589999998,0.6228995,2697000000,2.435e-11,0.0128
490,139.069348195,-1.52963728,944700000,4.388e-10,0.0819
491,139.5173143,-1.4030700999999999,1458000000,8.112e-11,0.0532
492,139.6219851,-1.5067783,679600000,2.063e-09,0.0552
493,129.9543929,-0.7438933999999999,1810000000,9.714e-11,0.0373
494,130.8919647,-0.76247,1150000000,2.238e-09,0.1388
495,132.1552044,-0.7838432,442400000,3.65e-10,0.0379
496,132.3076104,-0.7822812,2530000000,6.545e-10,0.1322
497,132.31313469999998,-0.780081,2404000000,7.323e-10,0.1324
498,132.78239189999996,-0.8414236,1670000000,2.899e-12,0.0769
499,133.94242329999997,-0.8720600000000001,1634000,1.092e-08,0.0112
5,134.30355559999998,-0.7577036,148300000,9.404e-10,0.0392
50,129.52447529999998,0.6090445,116400000,2.175e-10,0.0139
500,134.30799859999996,-0.8845698,408900000,3.219e-10,0.0566
501,134.36630699999998,-0.9073301,665800000,7.353e-10,0.07
502,135.71379790999998,-0.85621081,273300000,2.437e-10,0.0191
503,136.42284929999997,-0.9644630999999999,842600000,1.923e-10,0.0478
504,136.90923909999998,-0.9021376,1613000000,2.098e-10,0.0304
505,137.55253929999998,-0.9730547,780800000,1.951e-10,0.0548
506,138.18856579999996,-0.9892177,926300000,3.24e-10,0.0271
507,138.30037139999996,-0.9112877,2157000000,4.126e-10,0.0544
508,139.41917519999998,-0.9543777,1939000000,4.373e-10,0.0699
509,139.53603859999998,-1.0059883,866400000,4.104e-12,0.0326
51,130.21457249999997,0.480316,1335000000,4.391e-10,0.0908
510,139.64630709999997,-1.0926536999999998,265900000,2.437e-10,0.0183
511,139.96649769999996,-0.9351111,1781000000,7.366e-10,0.0665
512,129.14299689999996,-1.7594023,1790000000,4.725e-10,0.0993
513,129.8802801,-1.6435667,51220000,2.584e-10,0.0172
514,130.00634069999998,-1.7582362,1063000000,5.271e-10,0.065
515,130.10962759999995,-1.8364730000000002,1882000000,9.75e-11,0.0504
516,130.53185109999998,-1.8134175000000001,1907000000,2.405e-09,0.1348
517,131.1889551,-1.7893336,1041000000,5.529e-11,0.0485
518,132.745239,-1.9044755,113700000,2.02e-11,0.006
519,133.2913753,-1.7602433,2999000000,2.561e-10,0.1068
52,130.35128819999997,0.5301326000000001,2435000000,6.852e-11,0.051
520,133.35426829999997,-1.7953440999999999,756200000,1.062e-10,0.0478
521,134.39275849999999,-1.892673,2099000000,1.71e-10,0.0634
522,134.92381539999997,-1.9089604999999998,2763000000,3.679e-10,0.1072
523,136.95262899999997,-1.8973514,1639000000,9.058e-10,0.0789
524,129.5914087,-1.3844446,576700000,1.037e-09,0.0527
525,130.434525,-1.251749,209900000,3.273e-10,0.03
526,131.5706885,-1.4760558000000001,47320000,3.235e-11,0.0184
527,132.372221,-1.4049809999999998,2487000000,1.671e-10,0.103
528,133.59920559999998,-1.5571665000000001,1518000000,1.143e-10,0.0682
529,133.61388639999998,-1.4058328999999998,266800000,7.899e-10,0.0598
53,130.37660449999998,0.5641762,1372000000,2.52e-10,0.0617
530,134.6090013,-1.3944647,2430000000,8.517e-10,0.1044
531,135.07662599999998,-1.4770859,1720000000,1.723e-09,0.1032
532,136.23516578999997,-1.44293206,1479000000,1.147e-10,0.0397
533,136.6869118,-1.6218406,1337000000,4.04e-11,0.0547
534,136.73625939999997,-1.4877472,2756000000,1.072e-09,0.1223
535,137.60270479999997,-1.5083045,719400000,8.328e-10,0.0286
536,138.19553969999996,-1.6701578,1876000000,5.924e-10,0.0466
537,138.74616709999998,-1.5551776,1125000000,4.053e-10,0.0706
538,138.8140771,-1.5267137,1318000000,2.152e-10,0.0688
539,138.78831499999998,-1.5284948999999999,2567000000,2.075e-11,0.0548
54,130.3624664,0.5027738,672000000,4.885e-11,0.0524
540,129.8946218,-0.9591257,1309000000,1.797e-10,0.0498
541,129.79823449999998,-0.8642871999999999,1320000000,9.665e-10,0.1004
542,130.26670579999998,-0.9011539000000001,1192000000,6.236e-10,0.0299
543,130.74052039999998,-0.8344792000000001,51760000,8.962e-10,0.0186
544,131.87974679999996,-0.9911405999999999,1425000000,3.554e-10,0.0689
545,132.04166800000002,-1.0597607,2037000000,6.558e-10,0.1079
546,132.1011356,-0.8956234,170500000,4.662e-10,0.0292
547,132.66669549999997,-0.9350931,98990000,1.673e-13,0.0175
548,132.94207939999998,-0.9568198,597300000,2.741e-10,0.0467
549,133.15284247,-1.04292968,1037000000,2.035e-10,0.0243
55,131.5080053,0.4339032,1111000000,5.125e-10,0.0862
550,134.40474149999997,-1.1547612999999999,619300000,7.175e-10,0.05
551,134.34817569999996,-1.1379162999999999,1329000000,1.006e-09,0.1049
552,134.48843829999996,-1.1583602,150800000,1.094e-10,0.0092
553,135.75298659999999,-1.0264240999999998,553700000,4.284e-10,0.0406
554,136.68576982,-1.1011040300000001,1815000000,4.405e-10,0.0478
555,136.9189931,-1.0842504,1295000000,4.284e-10,0.0722
556,137.31024589999998,-1.2408487000000001,572800000,4.477e-11,0.0277
557,137.66837559999996,-1.0897108999999998,513000000,8.25e-10,0.0712
558,137.61650339999997,-1.2014453999999999,1598000000,3.509e-10,0.0879
559,138.0908403,-1.2801987,843200000,2.565e-10,0.0398
56,131.474504,0.5973937,2398000000,3.239e-10,0.0753
560,138.39490309999996,-1.2805243,948300000,3.372e-10,0.0657
561,138.8679512,-1.1043919,2579000000,4.885e-11,0.0707
562,138.97531379999998,-1.2665082,494700000,1.346e-09,0.0536
563,138.93184649999998,-1.3039497,679300000,6.144e-10,0.0761
564,139.59103969999998,-1.3350294,2327000000,4.172e-10,0.09
57,131.7439201,0.4502251,1247000000,1.973e-10,0.0521
58,134.36057039999997,0.496471,2303000000,4.725e-10,0.1104
59,134.5262277,0.6116488,1996000000,3.75e-10,0.1035
6,135.20731009999997,-0.7143934999999999,1394000000,1.887e-10,0.0406
60,134.56941859999998,0.4396799,12760000,1.47e-09,0.0114
61,136.9544823,0.6040476,1633000000,2.057e-11,0.0536
62,137.27001579999998,0.4727463,702900000,5.486e-11,0.0359
63,138.61840209999997,0.4455561,1067000000,2.92e-10,0.067
64,138.926642,0.4204598,1541000000,4.172e-10,0.069
65,140.64913879999997,0.5088498,1157000000,3.23e-10,0.0705
66,140.88480989999996,0.6237451,1604000000,3.835e-10,0.0706
67,140.38692149999997,0.8860996999999999,1452000000,2.627e-10,0.083
68,129.7706107,0.7677215000000001,113100000,5.905e-10,0.0294
69,132.30520109999998,0.7832158,642100000,3.23e-10,0.0429
7,137.1475817,-0.8289446,20330000,7.786e-10,0.0121
70,132.59416119999997,0.7902136,942900000,5.443e-10,0.0867
71,133.3608773,0.8328648,2027000000,1.09e-10,0.0409
72,133.61317419999997,0.9208845,460100000,1.474e-10,0.0413
73,133.63501639999998,0.8534989,2480000000,2.051e-11,0.0415
74,133.85685419999996,0.8499475000000001,351000000,2.525e-09,0.0713
75,133.73823389999998,0.8708654,1745000000,7.979e-11,0.1099
76,133.94945929999997,0.8419704,943000000,3.24e-11,0.0418
77,134.42491459999997,0.8172512,1901000000,8.66e-11,0.0415
78,134.54571803899998,0.932203924,1933000000,5.086e-11,0.0724
79,134.87914169999996,0.8741065,1919000000,1.712e-10,0.0529
8,140.8153769,-0.7280631,1282000000,6.144e-10,0.0118
80,135.4218996,0.8287831999999999,1665000000,2.513e-10,0.0527
81,135.74609449999997,0.8310122,2159000000,8.082e-11,0.0274
82,136.2664365,0.9334520000000001,1234000000,2.311e-10,0.0364
83,136.3324997,0.9399111,1102000000,2.264e-09,0.1334
84,138.18106379999998,1.0715682,976700000,6.414e-10,0.0861
85,139.70825359999998,1.0230179,99410000,2.683e-10,0.0238
86,140.1235709,1.0227845,1209000000,1.598e-09,0.0873
87,129.16476839999999,1.1361336,196800000,4.12e-12,0.0142
88,129.2941085,1.0013457,795800000,1.734e-10,0.0394
89,129.40170769999997,1.105493,223300000,3.583e-11,0.0304
9,129.01286071999996,-0.35184033,1029000000,2.994e-10,0.0572
90,129.55416419999997,1.2031581999999998,965900000,3.03e-10,0.05
91,129.8979952,1.0950261,1525000000,1.143e-10,0.0596
92,129.9904014,1.2140248999999999,1134000000,3.246e-10,0.053
93,130.3472673,1.0811555,1649000000,3.525e-10,0.0779
94,130.7335168,1.0594148,2673000000,1.609e-10,0.0451
95,131.22119269999996,1.0845704999999999,2764000000,2.423e-13,0.0512
96,132.5444096,1.1470385,713800000,9.667e-11,0.0451
97,133.69255539999997,1.1839921,157800000,7.863e-10,0.0355
98,134.06383799999998,1.2173469000000001,928600000,1.05e-09,0.1118
99,134.21789289999998,1.2556116,1393000000,5.191e-11,0.0524
